timestamp_utc,sport,league,event_id,event_start_utc,home_team,away_team,sportsbook,market_key,stat_key,player_name,player_name_norm,outcome,line,price_decimal,price_american,implied_prob,source,fetch_run_id,extra_json
2026-01-25T06:23:31.533554+00:00,basketball_nba,NBA,a0d3f8f7036e2c7dccea730ccc41ca2b,2026-01-25T20:10:00+00:00,Detroit Pistons,Sacramento Kings,fanduel,player_points,points,Cade Cunningham,cade cunningham,under,25.5,1.88,-114,0.5,theoddsapi,d59e6e7a-b691-4e03-9854-3a888ddac1d7,"{""book_title"":""FanDuel""}"
2026-01-25T06:23:31.533554+00:00,basketball_nba,NBA,a0d3f8f7036e2c7dccea730ccc41ca2b,2026-01-25T20:10:00+00:00,Detroit Pistons,Sacramento Kings,fanduel,player_points,points,Duncan Robinson,duncan robinson,over,10.5,1.93,-108,0.48533333333333345,theoddsapi,d59e6e7a-b691-4e03-9854-3a888ddac1d7,"{""book_title"":""FanDuel""}"
2026-01-25T06:23:31.533554+00:00,basketball_nba,NBA,a0d3f8f7036e2c7dccea730ccc41ca2b,2026-01-25T20:10:00+00:00,Detroit Pistons,Sacramento Kings,fanduel,player_points,points,Duncan Robinson,duncan robinson,under,10.5,1.82,-122,0.5146666666666666,theoddsapi,d59e6e7a-b691-4e03-9854-3a888ddac1d7,"{""book_title"":""FanDuel""}"
2026-01-25T06:23:31.533554+00:00,basketball_nba,NBA,a0d3f8f7036e2c7dccea730ccc41ca2b,2026-01-25T20:10:00+00:00,Detroit Pistons,Sacramento Kings,fanduel,player_rebounds,rebounds,Tobias Harris,tobias harris,over,4.5,2.14,114,0.4368421052631579,theoddsapi,d59e6e7a-b691-4e03-9854-3a888ddac1d7,"{""book_title"":""FanDuel""}"
2026-01-25T06:23:31.533554+00:00,basketball_nba,NBA,a0d3f8f7036e2c7dccea730ccc41ca2b,2026-01-25T20:10:00+00:00,Detroit Pistons,Sacramento Kings,fanduel,player_rebounds,rebounds,Tobias Harris,tobias harris,under,4.5,1.66,-152,0.5631578947368422,theoddsapi,d59e6e7a-b691-4e03-9854-3a888ddac1d7,"{""book_title"":""FanDuel""}"
2026-01-25T06:23:31.533554+00:00,basketball_nba,NBA,a0d3f8f7036e2c7dccea730ccc41ca2b,2026-01-25T20:10:00+00:00,Detroit Pistons,Sacramento Kings,fanduel,player_rebounds,rebounds,Ron Holland,ron holland,over,4.5,1.83,-120,0.5106951871657753,theoddsapi,d59e6e7a-b691-4e03-9854-3a888ddac1d7,"{""book_title"":""FanDuel""}"
2026-01-25T06:23:31.533554+00:00,basketball_nba,NBA,a0d3f8f7036e2c7dccea730ccc41ca2b,2026-01-25T20:10:00+00:00,Detroit Pistons,Sacramento Kings,fanduel,player_rebounds,rebounds,Ron Holland,ron holland,under,4.5,1.91,-110,0.48930481283422456,theoddsapi,d59e6e7a-b691-4e03-9854-3a888ddac1d7,"{""book_title"":""FanDuel""}"
2026-01-25T06:23:31.533554+00:00,basketball_nba,NBA,a0d3f8f7036e2c7dccea730ccc41ca2b,2026-01-25T20:10:00+00:00,Detroit Pistons,Sacramento Kings,fanduel,player_rebounds,rebounds,Jalen Duren,jalen duren,over,10.5,1.98,-102,0.47200000000000003,theoddsapi,d59e6e7a-b691-4e03-9854-3a888ddac1d7,"{""book_title"":""FanDuel""}"
2026-01-25T06:23:31.533554+00:00,basketball_nba,NBA,a0d3f8f7036e2c7dccea730ccc41ca2b,2026-01-25T20:10:00+00:00,Detroit Pistons,Sacramento Kings,fanduel,player_rebounds,rebounds,Jalen Duren,jalen duren,under,10.5,1.77,-130,0.528,theoddsapi,d59e6e7a-b691-4e03-9854-3a888ddac1d7,"{""book_title"":""FanDuel""}"
2026-01-25T06:23:31.533554+00:00,basketball_nba,NBA,a0d3f8f7036e2c7dccea730ccc41ca2b,2026-01-25T20:10:00+00:00,Detroit Pistons,Sacramento Kings,fanduel,player_rebounds,rebounds,Isaiah Stewart II,isaiah stewart,over,5.5,2.02,102,0.46276595744680854,theoddsapi,d59e6e7a-b691-4e03-9854-3a888ddac1d7,"{""book_title"":""FanDuel""}"
2026-01-25T06:23:31.533554+00:00,basketball_nba,NBA,a0d3f8f7036e2c7dccea730ccc41ca2b,2026-01-25T20:10:00+00:00,Detroit Pistons,Sacramento Kings,fanduel,player_rebounds,rebounds,Isaiah Stewart II,isaiah stewart,under,5.5,1.74,-135,0.5372340425531915,theoddsapi,d59e6e7a-b691-4e03-9854-3a888ddac1d7,"{""book_title"":""FanDuel""}"
2026-01-25T06:23:31.533554+00:00,basketball_nba,NBA,a0d3f8f7036e2c7dccea730ccc41ca2b,2026-01-25T20:10:00+00:00,Detroit Pistons,Sacramento Kings,fanduel,player_rebounds,rebounds,Cade Cunningham,cade cunningham,over,4.5,1.8,-125,0.5187165775401069,theoddsapi,d59e6e7a-b691-4e03-9854-3a888ddac1d7,"{""book_title"":""FanDuel""}"
2026-01-25T06:23:31.533554+00:00,basketball_nba,NBA,a0d3f8f7036e2c7dccea730ccc41ca2b,2026-01-25T20:10:00+00:00,Detroit Pistons,Sacramento Kings,fanduel,player_rebounds,rebounds,Cade Cunningham,cade cunningham,under,4.5,1.94,-106,0.48128342245989303,theoddsapi,d59e6e7a-b691-4e03-9854-3a888ddac1d7,"{""book_title"":""FanDuel""}"
2026-01-25T06:23:31.533554+00:00,basketball_nba,NBA,a0d3f8f7036e2c7dccea730ccc41ca2b,2026-01-25T20:10:00+00:00,Detroit Pistons,Sacramento Kings,fanduel,player_rebounds,rebounds,Russell Westbrook,russell westbrook,over,4.5,2.14,114,0.4368421052631579,theoddsapi,d59e6e7a-b691-4e03-9854-3a888ddac1d7,"{""book_title"":""FanDuel""}"
2026-01-25T06:23:31.533554+00:00,basketball_nba,NBA,a0d3f8f7036e2c7dccea730ccc41ca2b,2026-01-25T20:10:00+00:00,Detroit Pistons,Sacramento Kings,fanduel,player_rebounds,rebounds,Russell Westbrook,russell westbrook,under,4.5,1.66,-152,0.5631578947368422,theoddsapi,d59e6e7a-b691-4e03-9854-3a888ddac1d7,"{""book_title"":""FanDuel""}"
2026-01-25T06:23:31.533554+00:00,basketball_nba,NBA,a0d3f8f7036e2c7dccea730ccc41ca2b,2026-01-25T20:10:00+00:00,Detroit Pistons,Sacramento Kings,fanduel,player_rebounds,rebounds,Ausar Thompson,ausar thompson,over,5.5,2.18,118,0.42782152230971127,theoddsapi,d59e6e7a-b691-4e03-9854-3a888ddac1d7,"{""book_title"":""FanDuel""}"
2026-01-25T06:23:31.533554+00:00,basketball_nba,NBA,a0d3f8f7036e2c7dccea730ccc41ca2b,2026-01-25T20:10:00+00:00,Detroit Pistons,Sacramento Kings,fanduel,player_rebounds,rebounds,Ausar Thompson,ausar thompson,under,5.5,1.63,-159,0.5721784776902887,theoddsapi,d59e6e7a-b691-4e03-9854-3a888ddac1d7,"{""book_title"":""FanDuel""}"
2026-01-25T06:23:31.533554+00:00,basketball_nba,NBA,a0d3f8f7036e2c7dccea730ccc41ca2b,2026-01-25T20:10:00+00:00,Detroit Pistons,Sacramento Kings,fanduel,player_rebounds,rebounds,DeMar DeRozan,demar derozan,over,2.5,1.78,-128,0.5240641711229947,theoddsapi,d59e6e7a-b691-4e03-9854-3a888ddac1d7,"{""book_title"":""FanDuel""}"
2026-01-25T06:23:31.533554+00:00,basketball_nba,NBA,a0d3f8f7036e2c7dccea730ccc41ca2b,2026-01-25T20:10:00+00:00,Detroit Pistons,Sacramento Kings,fanduel,player_rebounds,rebounds,DeMar DeRozan,demar derozan,under,2.5,1.96,-104,0.47593582887700536,theoddsapi,d59e6e7a-b691-4e03-9854-3a888ddac1d7,"{""book_title"":""FanDuel""}"
2026-01-25T06:23:31.533554+00:00,basketball_nba,NBA,a0d3f8f7036e2c7dccea730ccc41ca2b,2026-01-25T20:10:00+00:00,Detroit Pistons,Sacramento Kings,fanduel,player_rebounds,rebounds,Precious Achiuwa,precious achiuwa,over,4.5,1.74,-135,0.5372340425531915,theoddsapi,d59e6e7a-b691-4e03-9854-3a888ddac1d7,"{""book_title"":""FanDuel""}"
2026-01-25T06:23:31.533554+00:00,basketball_nba,NBA,a0d3f8f7036e2c7dccea730ccc41ca2b,2026-01-25T20:10:00+00:00,Detroit Pistons,Sacramento Kings,fanduel,player_rebounds,rebounds,Precious Achiuwa,precious achiuwa,under,4.5,2.02,102,0.46276595744680854,theoddsapi,d59e6e7a-b691-4e03-9854-3a888ddac1d7,"{""book_title"":""FanDuel""}"
2026-01-25T06:23:31.533554+00:00,basketball_nba,NBA,a0d3f8f7036e2c7dccea730ccc41ca2b,2026-01-25T20:10:00+00:00,Detroit Pistons,Sacramento Kings,fanduel,player_rebounds,rebounds,Domantas Sabonis,domantas sabonis,over,9.5,1.82,-122,0.5146666666666666,theoddsapi,d59e6e7a-b691-4e03-9854-3a888ddac1d7,"{""book_title"":""FanDuel""}"
2026-01-25T06:23:31.533554+00:00,basketball_nba,NBA,a0d3f8f7036e2c7dccea730ccc41ca2b,2026-01-25T20:10:00+00:00,Detroit Pistons,Sacramento Kings,fanduel,player_rebounds,rebounds,Domantas Sabonis,domantas sabonis,under,9.5,1.93,-108,0.48533333333333345,theoddsapi,d59e6e7a-b691-4e03-9854-3a888ddac1d7,"{""book_title"":""FanDuel""}"
2026-01-25T06:23:31.533554+00:00,basketball_nba,NBA,a0d3f8f7036e2c7dccea730ccc41ca2b,2026-01-25T20:10:00+00:00,Detroit Pistons,Sacramento Kings,draftkings,player_assists,assists,Cade Cunningham,cade cunningham,over,9.5,1.76,-132,0.5319148936170213,theoddsapi,d59e6e7a-b691-4e03-9854-3a888ddac1d7,"{""book_title"":""DraftKings""}"
