player_id,player_name,team_abbr,def_fg_pct,def_fga,player_position,season
1631466,Nate Williams,HOU,0.473,55,G,2023-24
1630696,Dru Smith,MIA,0.564,55,G,2023-24
203925,Joe Harris,DET,0.509,55,G-F,2023-24
1631321,Sidy Cissoko,SAS,0.472,53,G,2023-24
1641970,Maozinha Pereira,MEM,0.358,53,F,2023-24
1642013,Malik Williams,TOR,0.51,51,C,2023-24
1630186,Jahmi'us Ramsey,TOR,0.52,50,G,2023-24
1630610,DeJon Jarreau,MEM,0.46,50,G,2023-24
1628385,Harry Giles III,LAL,0.571,49,F-C,2023-24
1630288,Jeff Dowtin Jr.,PHI,0.469,49,G,2023-24
1629685,Dylan Windler,ATL,0.449,49,G-F,2023-24
1626246,Boban Marjanovic,HOU,0.396,48,C,2023-24
1629634,Brandon Clarke,MEM,0.542,48,F,2023-24
201577,Robin Lopez,MIL,0.511,47,C,2023-24
1629618,Jalen Pickett,DEN,0.556,45,G,2023-24
1629717,Armoni Brooks,BKN,0.442,43,G,2023-24
1631169,Josh Minott,MIN,0.6,40,F,2023-24
1631217,Moussa Diabaté,LAC,0.538,39,F,2023-24
1631306,Cole Swider,MIA,0.368,38,F,2023-24
1641720,Jalen Hood-Schifino,LAL,0.514,37,G,2023-24
1641734,Emoni Bates,CLE,0.528,36,F,2023-24
1630554,Jason Preston,UTA,0.472,36,G,2023-24
1631123,Jamaree Bouyea,SAS,0.514,35,G,2023-24
1630658,Colin Castleton,LAL,0.543,35,C,2023-24
1641721,Maxwell Lewis,LAL,0.514,35,F,2023-24
1630181,R.J. Hampton,MIA,0.371,35,G,2023-24
1630846,Olivier Sarr,OKC,0.382,34,C,2023-24
1630600,Isaiah Mobley,CLE,0.5,34,F,2023-24
1631173,Terquavion Smith,PHI,0.576,33,G,2023-24
1631243,Mouhamed Gueye,ATL,0.455,33,F,2023-24
1641753,Chris Livingston,MIL,0.484,31,F,2023-24
1641851,Timmy Allen,MEM,0.516,31,F,2023-24
1631205,Buddy Boeheim,DET,0.517,29,F,2023-24
1631298,Jack White,OKC,0.414,29,F,2023-24
1631157,Ryan Rollins,MIL,0.286,28,G,2023-24
1641754,Seth Lundy,ATL,0.607,28,G-F,2023-24
1630618,D.J. Carton,TOR,0.519,27,G,2023-24
1629117,Wenyen Gabriel,BOS,0.407,27,F,2023-24
1641775,Jordan Walsh,BOS,0.444,27,G,2023-24
1630547,James Bouknight,CHA,0.385,26,G,2023-24
1631220,Dereon Seabron,NOP,0.32,25,G,2023-24
1628424,Kobi Simmons,TOR,0.44,25,G,2023-24
1631257,Jermaine Samuels Jr.,HOU,0.36,25,F,2023-24
203933,T.J. Warren,MIN,0.542,24,F,2023-24
1630643,Jay Huff,DEN,0.458,24,C,2023-24
1641816,Hunter Tyson,DEN,0.348,23,F,2023-24
1630207,Nate Hinton,HOU,0.522,23,G-F,2023-24
1629308,Juan Toscano-Anderson,SAC,0.5,22,F,2023-24
1631111,Wendell Moore Jr.,MIN,0.455,22,G,2023-24
1641724,Jett Howard,ORL,0.429,21,G,2023-24
1629010,Jerome Robinson,GSW,0.381,21,G,2023-24
1629678,Admiral Schofield,ORL,0.286,21,F,2023-24
1630564,RaiQuan Gray,SAS,0.476,21,F,2023-24
201949,James Johnson,IND,0.476,21,F,2023-24
1627853,Ryan Arcidiacono,NYK,0.3,20,G,2023-24
1631131,Oscar Tshiebwe,IND,0.6,20,F-C,2023-24
1641735,Amari Bailey,CHA,0.4,20,G,2023-24
1641766,Adama Sanogo,CHI,0.35,20,F,2023-24
1631159,Leonard Miller,MIN,0.5,18,F,2023-24
1630296,Braxton Key,DEN,0.556,18,F,2023-24
1630535,Greg Brown III,DAL,0.333,18,F,2023-24
1641793,D'Moi Hodge,LAL,0.5,18,G,2023-24
1641749,Keyontae Johnson,OKC,0.412,17,F,2023-24
1630553,Keon Johnson,BKN,0.647,17,G,2023-24
1631120,JD Davison,BOS,0.412,17,G,2023-24
1631102,TyTy Washington Jr.,MIL,0.333,15,G,2023-24
1641788,Alex Fudge,DAL,0.6,15,F,2023-24
1629610,DaQuan Jeffries,NYK,0.571,14,G-F,2023-24
1641771,Jalen Slawson,SAC,0.385,13,F,2023-24
1641926,Dexter Dennis,DAL,0.462,13,G,2023-24
1630561,David Duke Jr.,SAS,0.385,13,G,2023-24
1630311,Pat Spencer,GSW,0.333,12,G,2023-24
1641757,Jordan Miller,LAC,0.5,12,G,2023-24
201980,Danny Green,PHI,0.727,11,G,2023-24
1628373,Frank Ntilikina,CHA,0.364,11,G,2023-24
1630688,Ish Wainright,PHX,0.182,11,F,2023-24
1641727,Dariq Whitehead,BKN,0.818,11,F,2023-24
1628391,D.J. Wilson,ORL,0.364,11,F,2023-24
1631112,Kendall Brown,IND,0.455,11,G,2023-24
1630222,Mason Jones,SAC,0.364,11,G,2023-24
1631386,Taze Moore,POR,0.7,10,G,2023-24
1630586,Usman Garuba,GSW,0.5,10,F,2023-24
1629603,Mamadi Diakite,NYK,0.5,10,F,2023-24
1629718,Charlie Brown Jr.,NYK,0.333,9,G,2023-24
1631210,Jacob Toppin,NYK,0.778,9,F,2023-24
1630604,E.J. Liddell,NOP,0.625,8,F,2023-24
1630227,Daishen Nix,MIN,0.5,8,G,2023-24
1629660,Ty Jerome,CLE,0.571,7,G-F,2023-24
1631245,Quenton Jackson,IND,0.333,6,G,2023-24
202738,Isaiah Thomas,PHX,0.333,6,G,2023-24
1630196,Filip Petrusev,PHI,0.0,6,C,2023-24
1630929,Henri Drell,CHI,0.167,6,F,2023-24
1630259,Jordan Ford,SAC,0.6,5,G,2023-24
1629623,Lindell Wigginton,MIL,0.4,5,G,2023-24
1630563,Joshua Primo,LAC,0.4,5,G,2023-24
1641809,Drew Peterson,BOS,0.4,5,F,2023-24
1629232,Kaiser Gates,NOP,0.2,5,F,2023-24
1631250,Pete Nance,CLE,0.5,4,F,2023-24
1641847,Andrew Funk,CHI,0.75,4,G,2023-24
1641745,Adam Flagler,OKC,0.5,4,G,2023-24
1627885,Shaquille Harrison,MEM,0.5,4,G,2023-24
1631167,Izaiah Brockington,NOP,0.333,3,G,2023-24
1631376,Dmytro Skapintsev,NYK,0.333,3,C,2023-24
1630284,Kevon Harris,ORL,0.333,3,G,2023-24
1641806,Markquis Nowell,TOR,0.5,2,G,2023-24
1630606,Javonte Smart,PHI,0.0,1,G,2023-24
1628977,Hamidou Diallo,WAS,1.0,1,G,2023-24
1631199,Ron Harper Jr.,TOR,0.0,1,G-F,2023-24
1630622,Jalen Crutcher,NOP,0.0,1,G,2023-24
1631214,Alondes Williams,MIA,1.0,1,G,2023-24
201572,Brook Lopez,MIL,0.468,1524,C,2024-25
1627826,Ivica Zubac,LAC,0.458,1460,C,2024-25
203999,Nikola Jokić,DEN,0.49,1433,C,2024-25
1630578,Alperen Sengun,HOU,0.471,1354,C,2024-25
202696,Nikola Vučević,CHI,0.475,1306,C,2024-25
203497,Rudy Gobert,MIN,0.458,1281,C,2024-25
1630596,Evan Mobley,CLE,0.445,1218,C,2024-25
1628386,Jarrett Allen,CLE,0.468,1208,C,2024-25
1626157,Karl-Anthony Towns,NYK,0.51,1195,C-F,2024-25
1627734,Domantas Sabonis,SAC,0.499,1191,F-C,2024-25
1642259,Alex Sarr,WAS,0.507,1185,C,2024-25
1628404,Josh Hart,NYK,0.484,1175,G,2024-25
1627783,Pascal Siakam,IND,0.464,1144,F,2024-25
1631117,Walker Kessler,UTA,0.439,1144,C,2024-25
1630700,Dyson Daniels,ATL,0.486,1143,G,2024-25
1630559,Austin Reaves,LAL,0.492,1136,G,2024-25
1630183,Jaden McDaniels,MIN,0.46,1114,F,2024-25
1627750,Jamal Murray,DEN,0.477,1103,G,2024-25
1642274,Yves Missi,NOP,0.525,1088,C,2024-25
1626167,Myles Turner,IND,0.486,1073,C-F,2024-25
1628415,Dillon Brooks,HOU,0.468,1068,G-F,2024-25
1631105,Jalen Duren,DET,0.5,1057,C,2024-25
1628401,Derrick White,BOS,0.438,1052,G,2024-25
1631099,Keegan Murray,SAC,0.449,1048,F,2024-25
1628969,Mikal Bridges,NYK,0.464,1040,G-F,2024-25
1630595,Cade Cunningham,DET,0.441,1039,G,2024-25
201935,James Harden,LAC,0.474,1034,G,2024-25
1628389,Bam Adebayo,MIA,0.474,1024,C-F,2024-25
1641739,Toumani Camara,POR,0.491,1013,F,2024-25
1628384,OG Anunoby,NYK,0.449,1003,F-G,2024-25
1630168,Onyeka Okongwu,ATL,0.503,998,F-C,2024-25
1631128,Christian Braun,DEN,0.481,990,G,2024-25
1630581,Josh Giddey,CHI,0.477,985,G,2024-25
203110,Draymond Green,GSW,0.432,983,F,2024-25
203897,Zach LaVine,SAC,0.453,967,G,2024-25
1628991,Jaren Jackson Jr.,MEM,0.419,951,F-C,2024-25
1628983,Shai Gilgeous-Alexander,OKC,0.441,948,G,2024-25
1629675,Naz Reid,MIN,0.452,941,C-F,2024-25
1642273,Kyshawn George,WAS,0.423,927,F,2024-25
1629639,Tyler Herro,MIA,0.485,925,G,2024-25
1630224,Jalen Green,HOU,0.47,925,G,2024-25
1628368,De'Aaron Fox,SAS,0.476,923,G,2024-25
1626164,Devin Booker,PHX,0.493,919,G,2024-25
1630166,Deni Avdija,POR,0.485,913,F,2024-25
1642270,Donovan Clingan,POR,0.429,910,C,2024-25
1627751,Jakob Poeltl,TOR,0.482,910,C,2024-25
1630162,Anthony Edwards,MIN,0.46,906,G,2024-25
1629027,Trae Young,ATL,0.482,901,G,2024-25
1642264,Stephon Castle,SAS,0.478,901,G,2024-25
203944,Julius Randle,MIN,0.46,894,F-C,2024-25
1631165,Keon Ellis,SAC,0.48,886,G,2024-25
202685,Jonas Valančiūnas,SAC,0.528,881,C,2024-25
1630577,Julian Champagnie,SAS,0.479,876,F,2024-25
1630567,Scottie Barnes,TOR,0.457,874,F-G,2024-25
1631108,Max Christie,DAL,0.473,874,G,2024-25
1641744,Zach Edey,MEM,0.471,874,C,2024-25
202699,Tobias Harris,DET,0.474,869,F,2024-25
1630169,Tyrese Haliburton,IND,0.471,868,G,2024-25
1629632,Coby White,CHI,0.495,868,G,2024-25
1629312,Haywood Highsmith,MIA,0.473,856,F,2024-25
1629008,Michael Porter Jr.,DEN,0.482,853,F,2024-25
1628392,Isaiah Hartenstein,OKC,0.464,851,C-F,2024-25
203084,Harrison Barnes,SAS,0.504,851,F,2024-25
1641705,Victor Wembanyama,SAS,0.427,848,F-C,2024-25
203076,Anthony Davis,DAL,0.439,847,F-C,2024-25
201942,DeMar DeRozan,SAC,0.5,846,G-F,2024-25
1628436,Luke Kornet,BOS,0.442,842,C-F,2024-25
1629651,Nic Claxton,BKN,0.498,841,C,2024-25
101108,Chris Paul,SAS,0.486,834,G,2024-25
1629655,Daniel Gafford,DAL,0.456,834,F-C,2024-25
1642267,Bub Carrington,WAS,0.484,834,G,2024-25
1642258,Zaccharie Risacher,ATL,0.496,827,F,2024-25
1629638,Nickeil Alexander-Walker,MIN,0.483,826,G,2024-25
1641718,Keyonte George,UTA,0.507,825,G,2024-25
1630208,Nick Richards,PHX,0.494,817,C,2024-25
1628970,Miles Bridges,CHA,0.424,816,F,2024-25
1629014,Anfernee Simons,POR,0.505,814,G,2024-25
1629636,Darius Garland,CLE,0.466,809,G,2024-25
1626162,Kelly Oubre Jr.,PHI,0.481,807,F-G,2024-25
1641717,Cason Wallace,OKC,0.468,807,G,2024-25
1631097,Bennedict Mathurin,IND,0.5,806,G-F,2024-25
1642271,Kyle Filipowski,UTA,0.525,800,C,2024-25
1630191,Isaiah Stewart,DET,0.432,798,F-C,2024-25
1629023,P.J. Washington,DAL,0.504,796,F,2024-25
1630598,Aaron Wiggins,OKC,0.47,794,G,2024-25
1627824,Guerschon Yabusele,PHI,0.521,793,F,2024-25
201143,Al Horford,BOS,0.452,790,C-F,2024-25
203507,Giannis Antetokounmpo,MIL,0.453,788,F,2024-25
1627741,Buddy Hield,GSW,0.483,787,G,2024-25
1628973,Jalen Brunson,NYK,0.487,782,G,2024-25
1631109,Mark Williams,CHA,0.494,781,C,2024-25
203952,Andrew Wiggins,MIA,0.449,778,F,2024-25
2544,LeBron James,LAL,0.443,776,F,2024-25
1629614,Andrew Nembhard,IND,0.47,775,G-F,2024-25
203471,Dennis Schröder,DET,0.482,774,G,2024-25
1642377,Jaylen Wells,MEM,0.451,771,F,2024-25
201142,Kevin Durant,PHX,0.411,768,F,2024-25
203915,Spencer Dinwiddie,DAL,0.47,762,G,2024-25
201950,Jrue Holiday,BOS,0.445,758,G,2024-25
1629048,Goga Bitadze,ORL,0.45,758,C-F,2024-25
1628976,Wendell Carter Jr.,ORL,0.462,757,C-F,2024-25
1630553,Keon Johnson,BKN,0.511,754,G,2024-25
1629029,Luka Dončić,LAL,0.463,752,F-G,2024-25
1629652,Luguentz Dort,OKC,0.419,750,G,2024-25
203486,Mason Plumlee,PHX,0.505,750,F-C,2024-25
1631260,AJ Green,MIL,0.459,749,G,2024-25
1630558,Davion Mitchell,MIA,0.458,749,G,2024-25
1627752,Taurean Prince,MIL,0.473,748,F,2024-25
1631212,Peyton Watson,DEN,0.44,748,G,2024-25
203501,Tim Hardaway Jr.,DET,0.473,746,G-F,2024-25
1630530,Trey Murphy III,NOP,0.515,745,F,2024-25
1630202,Payton Pritchard,BOS,0.443,740,G,2024-25
1627759,Jaylen Brown,BOS,0.469,737,G-F,2024-25
1641708,Amen Thompson,HOU,0.407,729,G-F,2024-25
1642276,Kel'el Ware,MIA,0.481,728,C,2024-25
1626220,Royce O'Neale,PHX,0.47,726,F,2024-25
1627777,Georges Niang,ATL,0.492,724,F,2024-25
1629656,Quentin Grimes,PHI,0.454,723,G,2024-25
1630583,Santi Aldama,MEM,0.451,723,F-C,2024-25
1627832,Fred VanVleet,HOU,0.461,722,G,2024-25
1641824,Matas Buzelis,CHI,0.459,721,F,2024-25
1642268,Isaiah Collier,UTA,0.508,718,G,2024-25
203468,CJ McCollum,NOP,0.457,717,G,2024-25
1631101,Shaedon Sharpe,POR,0.49,717,G,2024-25
1641710,Anthony Black,ORL,0.452,714,G,2024-25
1627827,Dorian Finney-Smith,LAL,0.448,714,F,2024-25
1628989,Kevin Huerter,CHI,0.443,713,G-F,2024-25
203078,Bradley Beal,PHX,0.47,711,G,2024-25
1629628,RJ Barrett,TOR,0.482,711,F-G,2024-25
1628369,Jayson Tatum,BOS,0.476,710,F-G,2024-25
1628370,Malik Monk,SAC,0.463,709,G,2024-25
1630217,Desmond Bane,ORL,0.434,709,G,2024-25
203081,Damian Lillard,MIL,0.461,707,G,2024-25
1630590,Scotty Pippen Jr.,MEM,0.457,704,G,2024-25
1630230,Naji Marshall,DAL,0.467,703,F,2024-25
1628398,Kyle Kuzma,MIL,0.439,700,F,2024-25
1626145,Tyus Jones,PHX,0.478,699,G,2024-25
1627736,Malik Beasley,DET,0.493,690,G,2024-25
204001,Kristaps Porziņģis,BOS,0.421,682,F-C,2024-25
1629640,Keldon Johnson,SAS,0.49,682,F-G,2024-25
1629060,Rui Hachimura,LAL,0.456,680,F,2024-25
1631114,Jalen Williams,OKC,0.417,677,G-F,2024-25
1630534,Ochai Agbaji,TOR,0.437,675,G,2024-25
1627739,Kris Dunn,LAC,0.433,674,G,2024-25
1630703,Scoot Henderson,POR,0.499,670,G,2024-25
1630592,Jalen Wilson,BKN,0.486,669,F,2024-25
1631110,Jeremy Sochan,SAS,0.462,665,F,2024-25
203484,Kentavious Caldwell-Pope,MEM,0.497,664,G,2024-25
1641731,Bilal Coulibaly,WAS,0.444,662,G,2024-25
201939,Stephen Curry,GSW,0.451,659,G,2024-25
1627884,Derrick Jones Jr.,LAC,0.464,659,F,2024-25
1630182,Josh Green,CHA,0.489,656,G,2024-25
1627747,Caris LeVert,ATL,0.437,650,G,2024-25
1630170,Devin Vassell,SAS,0.498,649,G-F,2024-25
1629645,Kevin Porter Jr.,MIL,0.475,648,G-F,2024-25
1631217,Moussa Diabaté,CHA,0.478,646,F,2024-25
1642346,Ryan Dunn,PHX,0.446,646,F,2024-25
1626172,Kevon Looney,GSW,0.438,644,F,2024-25
1631170,Jaime Jaquez Jr.,MIA,0.414,643,G,2024-25
1626156,D'Angelo Russell,BKN,0.485,641,G,2024-25
1629661,Cameron Johnson,BKN,0.465,637,F,2024-25
1629631,De'Andre Hunter,CLE,0.451,636,F-G,2024-25
1629673,Jordan Poole,WAS,0.522,630,G,2024-25
1630533,Ziaire Williams,BKN,0.475,629,F,2024-25
1628378,Donovan Mitchell,CLE,0.442,629,G,2024-25
202691,Klay Thompson,DAL,0.46,628,G,2024-25
1630178,Tyrese Maxey,PHI,0.454,626,G,2024-25
1630540,Miles McBride,NYK,0.442,626,G,2024-25
1626171,Bobby Portis,MIL,0.449,624,F,2024-25
1631095,Jabari Smith Jr.,HOU,0.473,622,F,2024-25
1630172,Patrick Williams,CHI,0.515,618,F,2024-25
1630551,Justin Champagnie,WAS,0.431,617,G-F,2024-25
1626168,Trey Lyles,SAC,0.489,617,F,2024-25
1641764,Brandin Podziemski,GSW,0.495,616,G,2024-25
1630532,Franz Wagner,ORL,0.476,615,F,2024-25
201144,Mike Conley,MIN,0.484,610,G,2024-25
1630541,Moses Moody,GSW,0.476,607,G,2024-25
1631094,Paolo Banchero,ORL,0.446,606,F,2024-25
1629018,Gary Trent Jr.,MIL,0.493,603,G,2024-25
201566,Russell Westbrook,DEN,0.463,600,G,2024-25
202710,Jimmy Butler III,GSW,0.477,598,F,2024-25
1626179,Terry Rozier,MIA,0.488,596,G,2024-25
1629216,Gabe Vincent,LAL,0.45,596,G,2024-25
1642367,Jonathan Mogbo,TOR,0.468,594,F,2024-25
1629028,Deandre Ayton,POR,0.479,591,C,2024-25
1628380,Zach Collins,CHI,0.442,591,F-C,2024-25
1629130,Duncan Robinson,MIA,0.468,579,F,2024-25
1630167,Obi Toppin,IND,0.499,579,F,2024-25
203932,Aaron Gordon,DEN,0.478,579,F,2024-25
203994,Jusuf Nurkić,CHA,0.472,576,C,2024-25
1630198,Isaiah Joe,OKC,0.462,573,G,2024-25
1641722,Jordan Hawkins,NOP,0.477,572,G,2024-25
1631222,Jake LaRavia,SAC,0.49,571,F,2024-25
1641711,Gradey Dick,TOR,0.499,569,G-F,2024-25
1629622,Max Strus,CLE,0.492,563,G-F,2024-25
1628960,Grayson Allen,PHX,0.473,558,G,2024-25
1642261,Dalton Knecht,LAL,0.491,558,F,2024-25
1629599,Amir Coffey,LAC,0.482,554,G-F,2024-25
1630548,Johnny Juzang,UTA,0.502,552,G,2024-25
202681,Kyrie Irving,DAL,0.463,551,G,2024-25
1630526,Jeremiah Robinson-Earl,NOP,0.46,550,F,2024-25
203992,Bogdan Bogdanović,LAC,0.474,549,G,2024-25
1631106,Tari Eason,HOU,0.442,545,F,2024-25
1630173,Precious Achiuwa,NYK,0.479,545,F,2024-25
1630573,Sam Hauser,BOS,0.502,544,F,2024-25
1641783,Tristan da Silva,ORL,0.455,543,F,2024-25
1641709,Ausar Thompson,DET,0.416,543,G-F,2024-25
1629634,Brandon Clarke,MEM,0.428,542,F,2024-25
1641726,Dereck Lively II,DAL,0.459,538,C,2024-25
1630241,Sam Merrill,CLE,0.435,538,G,2024-25
1628978,Donte DiVincenzo,MIN,0.467,538,G,2024-25
1629637,Jaxson Hayes,LAL,0.441,535,C-F,2024-25
1629660,Ty Jerome,CLE,0.495,533,G-F,2024-25
1628997,Caleb Martin,DAL,0.484,533,F,2024-25
1631107,Nikola Jović,MIA,0.436,530,F,2024-25
203991,Clint Capela,ATL,0.474,529,C,2024-25
1630557,Corey Kispert,WAS,0.462,528,F,2024-25
204456,T.J. McConnell,IND,0.448,525,G,2024-25
1628374,Lauri Markkanen,UTA,0.471,522,F-C,2024-25
1629750,Javonte Green,CLE,0.452,522,G,2024-25
1626181,Norman Powell,LAC,0.494,520,G,2024-25
1631124,Julian Strawther,DEN,0.465,520,G,2024-25
1642347,Jamal Shead,TOR,0.499,519,G,2024-25
1630552,Jalen Johnson,ATL,0.432,518,F,2024-25
1628379,Luke Kennard,MEM,0.456,507,G,2024-25
1629630,Ja Morant,MEM,0.458,506,G,2024-25
1641730,Noah Clowney,BKN,0.461,503,F-C,2024-25
1642345,Oso Ighodaro,PHX,0.463,503,F,2024-25
1629611,Terance Mann,ATL,0.46,502,G-F,2024-25
1629731,Dean Wade,CLE,0.465,499,F-C,2024-25
201587,Nicolas Batum,LAC,0.396,498,G-F,2024-25
1629674,Neemias Queta,BOS,0.459,497,C,2024-25
1641729,Brice Sensabaugh,UTA,0.494,496,F,2024-25
203924,Jerami Grant,POR,0.449,490,F,2024-25
1641737,Adem Bona,PHI,0.459,490,F,2024-25
1642348,Justin Edwards,PHI,0.493,489,F,2024-25
1630188,Jalen Smith,CHI,0.474,487,F-C,2024-25
202331,Paul George,PHI,0.462,487,F,2024-25
1642275,Tidjane Salaün,CHA,0.463,486,F,2024-25
1631213,Tyrese Martin,BKN,0.5,486,F,2024-25
1628998,Cody Martin,PHX,0.478,485,F,2024-25
1627936,Alex Caruso,OKC,0.395,484,G,2024-25
1630245,Ayo Dosunmu,CHI,0.497,483,G,2024-25
1629012,Collin Sexton,UTA,0.473,480,G,2024-25
1630643,Jay Huff,MEM,0.477,478,C,2024-25
1631218,Trayce Jackson-Davis,GSW,0.481,476,F,2024-25
1631096,Chet Holmgren,OKC,0.418,474,C-F,2024-25
1630175,Cole Anthony,MEM,0.475,472,G,2024-25
1630631,Jose Alvarado,NOP,0.438,466,G,2024-25
1628381,John Collins,UTA,0.485,464,F-C,2024-25
203482,Kelly Olynyk,NOP,0.459,460,F-C,2024-25
1630163,LaMelo Ball,CHA,0.497,457,G,2024-25
1641767,Ben Sheppard,IND,0.456,454,G,2024-25
1641733,Nick Smith Jr.,CHA,0.512,453,G,2024-25
1631119,Jaylin Williams,OKC,0.42,452,F,2024-25
1631323,Simone Fontecchio,DET,0.487,450,F,2024-25
1628418,Thomas Bryant,IND,0.492,449,C-F,2024-25
1630249,Vít Krejčí,ATL,0.47,447,G,2024-25
1642262,Cody Williams,UTA,0.483,443,F,2024-25
1631115,Orlando Robinson,TOR,0.443,442,C,2024-25
1630174,Aaron Nesmith,IND,0.434,440,G-F,2024-25
1642266,Ja'Kobe Walter,TOR,0.467,439,G,2024-25
203500,Steven Adams,HOU,0.482,438,C,2024-25
1629234,Drew Eubanks,LAC,0.449,428,F-C,2024-25
1641842,Ronald Holland II,DET,0.469,420,F,2024-25
1641741,Ricky Council IV,PHI,0.462,420,G,2024-25
1631255,Karlo Matković,NOP,0.516,419,F-C,2024-25
1641716,Jarace Walker,IND,0.538,418,F,2024-25
1627732,Ben Simmons,LAC,0.463,415,G-F,2024-25
1630549,Day'Ron Sharpe,BKN,0.462,413,C,2024-25
1630625,Dalano Banton,POR,0.444,410,F,2024-25
1628371,Jonathan Isaac,ORL,0.478,410,F,2024-25
1627749,Dejounte Murray,NOP,0.514,405,G,2024-25
1630215,Jared Butler,PHI,0.447,398,G,2024-25
1641763,Julian Phillips,CHI,0.468,395,F,2024-25
203937,Kyle Anderson,MIA,0.459,392,F-G,2024-25
1629610,DaQuan Jeffries,CHA,0.436,390,G-F,2024-25
203083,Andre Drummond,PHI,0.526,388,C,2024-25
1630171,Isaac Okoro,CLE,0.423,388,F-G,2024-25
1642366,Quinten Post,GSW,0.457,381,C,2024-25
1631207,Dalen Terry,CHI,0.418,378,F,2024-25
1630527,Brandon Boston,NOP,0.519,376,G,2024-25
202695,Kawhi Leonard,LAC,0.481,374,F,2024-25
1630228,Jonathan Kuminga,GSW,0.44,373,F,2024-25
1630591,Jalen Suggs,ORL,0.454,372,G,2024-25
1630570,Trendon Watford,BKN,0.456,371,G-F,2024-25
1641748,Andre Jackson Jr.,MIL,0.477,371,G,2024-25
1630695,Micah Potter,UTA,0.437,366,C,2024-25
1641796,Pelle Larsson,MIA,0.481,366,G,2024-25
1629026,Kenrich Williams,OKC,0.448,355,G-F,2024-25
1628467,Maxi Kleber,LAL,0.497,352,F,2024-25
1630611,Gui Santos,GSW,0.466,352,F,2024-25
1642419,Jamison Battle,TOR,0.456,351,F,2024-25
1630572,Sandro Mamukelashvili,SAS,0.481,351,F-C,2024-25
1631200,Kris Murray,POR,0.462,346,F,2024-25
1630192,Zeke Nnaji,DEN,0.426,340,F-C,2024-25
1641706,Brandon Miller,CHA,0.462,338,F,2024-25
1642354,KJ Simpson,CHA,0.528,335,G,2024-25
203939,Dwight Powell,DAL,0.49,335,F-C,2024-25
1628449,Chris Boucher,TOR,0.478,335,F,2024-25
1628971,Bruce Brown,NOP,0.503,334,G-F,2024-25
1627780,Gary Payton II,GSW,0.477,333,G,2024-25
1626166,Cameron Payne,NYK,0.462,331,G,2024-25
1628988,Aaron Holiday,HOU,0.419,329,G,2024-25
203903,Jordan Clarkson,UTA,0.498,329,G,2024-25
1630200,Tre Jones,CHI,0.497,324,G,2024-25
1630231,KJ Martin,UTA,0.433,323,F,2024-25
1628366,Lonzo Ball,CHI,0.461,321,G,2024-25
1631093,Jaden Ivey,DET,0.481,320,G,2024-25
203114,Khris Middleton,WAS,0.475,318,F,2024-25
201599,DeAndre Jordan,DEN,0.421,316,C,2024-25
203552,Seth Curry,CHA,0.486,311,G,2024-25
1642263,Reed Sheppard,HOU,0.469,307,G,2024-25
1629659,Talen Horton-Tucker,CHI,0.425,306,G,2024-25
1630193,Immanuel Quickley,TOR,0.49,306,G,2024-25
1629627,Zion Williamson,NOP,0.431,304,F,2024-25
1641774,Tristan Vukcevic,WAS,0.517,302,F,2024-25
1630556,Kessler Edwards,DAL,0.51,302,F,2024-25
203954,Joel Embiid,PHI,0.472,301,C-F,2024-25
202692,Alec Burks,MIA,0.439,294,G,2024-25
1629013,Landry Shamet,NYK,0.522,293,G,2024-25
1631204,Marcus Sasser,DET,0.416,293,G,2024-25
1631157,Ryan Rollins,MIL,0.436,289,G,2024-25
1630560,Cam Thomas,BKN,0.5,288,G,2024-25
1630322,Lindy Waters III,DET,0.5,288,F,2024-25
1630579,Jericho Sims,MIL,0.433,284,C,2024-25
1628464,Daniel Theis,NOP,0.491,283,F-C,2024-25
1631133,Jabari Walker,POR,0.45,282,F,2024-25
1629726,Garrison Mathews,ATL,0.507,280,G,2024-25
1629111,Jock Landale,HOU,0.509,279,C,2024-25
1630702,Jaden Hardy,DAL,0.475,278,G,2024-25
1629004,Svi Mykhailiuk,UTA,0.509,277,G-F,2024-25
1626192,Pat Connaughton,MIL,0.494,271,G,2024-25
1641765,Olivier-Maxence Prosper,DAL,0.446,267,F,2024-25
1629003,Shake Milton,LAL,0.513,265,G,2024-25
1642358,AJ Johnson,WAS,0.45,260,G,2024-25
1626158,Richaun Holmes,WAS,0.456,259,F,2024-25
1641871,Duop Reath,POR,0.506,257,C,2024-25
203995,Vasilije Micic,PHX,0.462,253,G,2024-25
1629684,Grant Williams,CHA,0.474,253,F,2024-25
1629723,John Konchar,MEM,0.466,253,G,2024-25
1642272,Jared McCain,PHI,0.51,251,G,2024-25
202709,Cory Joseph,ORL,0.492,248,G,2024-25
1630539,Kai Jones,DAL,0.478,247,C-F,2024-25
1626153,Delon Wright,NYK,0.445,245,G,2024-25
1641787,Tosan Evbuomwan,BKN,0.459,244,F,2024-25
1629646,Charles Bassey,SAS,0.449,243,C-F,2024-25
200768,Kyle Lowry,PHI,0.502,243,G,2024-25
203914,Gary Harris,ORL,0.426,242,G,2024-25
202687,Bismack Biyombo,SAS,0.483,240,C,2024-25
1630194,Paul Reed,DET,0.483,238,F,2024-25
1628964,Mo Bamba,NOP,0.443,237,C,2024-25
1629021,Moritz Wagner,ORL,0.513,236,F-C,2024-25
1630529,Herbert Jones,NOP,0.5,236,F,2024-25
