player_name,season,GAME_DATE,MATCHUP,MIN,PTS,REB,AST,STL,BLK,TOV,FGM,FGA,FG3M,FG3A,FTM,FTA
Shai Gilgeous-Alexander,2023-24,"Feb 13, 2024",OKC @ ORL,34,32,3,5,2,1,1,11,24,1,1,9,10
Shai Gilgeous-Alexander,2023-24,"Feb 11, 2024",OKC vs. SAC,39,38,3,7,1,2,1,15,26,3,4,5,9
Shai Gilgeous-Alexander,2023-24,"Feb 10, 2024",OKC @ DAL,29,25,6,5,0,1,3,9,16,0,0,7,8
Shai Gilgeous-Alexander,2023-24,"Feb 06, 2024",OKC @ UTA,36,28,4,7,1,1,2,11,22,2,3,4,5
Shai Gilgeous-Alexander,2023-24,"Feb 04, 2024",OKC vs. TOR,48,23,9,14,2,3,2,9,17,2,5,3,3
Shai Gilgeous-Alexander,2023-24,"Feb 02, 2024",OKC vs. CHA,30,31,3,9,5,3,3,11,15,1,1,8,10
Shai Gilgeous-Alexander,2023-24,"Jan 31, 2024",OKC vs. DEN,36,34,7,5,1,2,2,10,22,2,3,12,13
Shai Gilgeous-Alexander,2023-24,"Jan 29, 2024",OKC vs. MIN,39,37,7,8,2,0,4,10,18,2,3,15,16
Shai Gilgeous-Alexander,2023-24,"Jan 28, 2024",OKC @ DET,29,31,5,4,1,0,3,13,20,1,1,4,5
Shai Gilgeous-Alexander,2023-24,"Jan 26, 2024",OKC @ NOP,32,31,4,5,2,1,4,10,21,3,8,8,9
Shai Gilgeous-Alexander,2023-24,"Jan 24, 2024",OKC @ SAS,29,32,6,10,2,1,4,9,15,2,2,12,12
Shai Gilgeous-Alexander,2023-24,"Jan 23, 2024",OKC vs. POR,35,33,6,10,5,0,3,10,24,0,3,13,17
Shai Gilgeous-Alexander,2023-24,"Jan 20, 2024",OKC @ MIN,37,33,2,6,2,0,2,10,22,1,2,12,13
Shai Gilgeous-Alexander,2023-24,"Jan 18, 2024",OKC @ UTA,35,31,6,6,1,1,4,8,15,0,1,15,17
Shai Gilgeous-Alexander,2023-24,"Jan 16, 2024",OKC @ LAC,34,19,2,4,0,2,2,6,16,0,3,7,8
Shai Gilgeous-Alexander,2023-24,"Jan 15, 2024",OKC @ LAL,34,24,3,6,1,1,3,9,19,1,6,5,5
Shai Gilgeous-Alexander,2023-24,"Jan 13, 2024",OKC vs. ORL,36,37,6,7,3,1,0,13,20,0,4,11,12
Shai Gilgeous-Alexander,2023-24,"Jan 11, 2024",OKC vs. POR,21,31,5,4,0,1,2,11,15,1,3,8,8
Shai Gilgeous-Alexander,2023-24,"Jan 10, 2024",OKC @ MIA,34,28,2,8,1,1,3,11,17,2,5,4,5
Shai Gilgeous-Alexander,2023-24,"Jan 08, 2024",OKC @ WAS,36,32,6,5,3,1,3,11,17,2,3,8,10
Shai Gilgeous-Alexander,2023-24,"Jan 05, 2024",OKC @ BKN,36,34,9,6,0,0,2,11,19,2,5,10,15
Shai Gilgeous-Alexander,2023-24,"Jan 03, 2024",OKC @ ATL,35,33,13,8,0,0,2,11,24,2,3,9,11
Shai Gilgeous-Alexander,2023-24,"Jan 02, 2024",OKC vs. BOS,37,36,6,7,1,0,0,14,22,3,5,5,8
Shai Gilgeous-Alexander,2023-24,"Dec 31, 2023",OKC vs. BKN,35,24,4,6,0,0,1,7,15,1,2,9,9
Shai Gilgeous-Alexander,2023-24,"Dec 29, 2023",OKC @ DEN,33,40,4,3,2,1,1,14,20,2,3,10,10
Shai Gilgeous-Alexander,2023-24,"Dec 27, 2023",OKC vs. NYK,36,36,7,8,2,2,1,13,23,2,5,8,9
Shai Gilgeous-Alexander,2023-24,"Dec 26, 2023",OKC vs. MIN,33,34,6,9,2,1,3,14,19,0,3,6,7
Shai Gilgeous-Alexander,2023-24,"Dec 23, 2023",OKC vs. LAL,38,34,5,7,3,0,3,12,21,1,5,9,10
Shai Gilgeous-Alexander,2023-24,"Dec 21, 2023",OKC vs. LAC,32,31,8,4,4,2,1,11,25,1,6,8,9
Shai Gilgeous-Alexander,2023-24,"Dec 18, 2023",OKC vs. MEM,28,30,9,5,4,0,2,8,18,1,3,13,14
Shai Gilgeous-Alexander,2023-24,"Dec 16, 2023",OKC @ DEN,37,25,6,8,2,0,2,9,20,0,2,7,8
Shai Gilgeous-Alexander,2023-24,"Dec 14, 2023",OKC @ SAC,38,43,6,9,2,0,3,13,27,1,5,16,18
Shai Gilgeous-Alexander,2023-24,"Dec 11, 2023",OKC vs. UTA,28,30,4,7,3,0,1,12,17,0,1,6,6
Shai Gilgeous-Alexander,2023-24,"Dec 08, 2023",OKC vs. GSW,42,38,5,5,5,1,0,15,30,0,3,8,11
Shai Gilgeous-Alexander,2023-24,"Dec 06, 2023",OKC @ HOU,37,33,3,6,6,1,2,13,18,0,0,7,9
Shai Gilgeous-Alexander,2023-24,"Dec 02, 2023",OKC @ DAL,39,17,3,9,5,1,2,6,13,2,3,3,4
Shai Gilgeous-Alexander,2023-24,"Nov 30, 2023",OKC vs. LAL,35,33,4,7,1,0,0,11,18,1,4,10,10
Shai Gilgeous-Alexander,2023-24,"Nov 28, 2023",OKC @ MIN,34,32,4,4,3,2,3,13,22,0,1,6,6
Shai Gilgeous-Alexander,2023-24,"Nov 25, 2023",OKC vs. PHI,36,31,6,5,2,0,1,10,21,1,2,10,10
Shai Gilgeous-Alexander,2023-24,"Nov 22, 2023",OKC vs. CHI,37,40,5,12,1,3,2,11,19,1,3,17,18
Shai Gilgeous-Alexander,2023-24,"Nov 19, 2023",OKC @ POR,23,28,3,4,1,0,3,10,13,1,1,7,7
Shai Gilgeous-Alexander,2023-24,"Nov 18, 2023",OKC @ GSW,41,40,7,6,2,2,3,18,29,2,3,2,2
Shai Gilgeous-Alexander,2023-24,"Nov 16, 2023",OKC @ GSW,29,24,2,7,3,1,2,6,21,3,7,9,9
Shai Gilgeous-Alexander,2023-24,"Nov 14, 2023",OKC vs. SAS,28,28,6,5,7,0,2,10,16,1,4,7,7
Shai Gilgeous-Alexander,2023-24,"Nov 12, 2023",OKC @ PHX,37,35,7,4,1,1,1,13,22,2,5,7,8
Shai Gilgeous-Alexander,2023-24,"Nov 10, 2023",OKC @ SAC,38,33,7,5,2,2,2,14,25,0,2,5,6
Shai Gilgeous-Alexander,2023-24,"Nov 08, 2023",OKC vs. CLE,38,43,7,6,2,1,3,15,22,1,2,12,13
Shai Gilgeous-Alexander,2023-24,"Nov 06, 2023",OKC vs. ATL,37,30,8,6,1,0,2,11,20,3,7,5,6
Shai Gilgeous-Alexander,2023-24,"Nov 01, 2023",OKC vs. NOP,38,20,5,8,3,0,2,8,20,0,5,4,5
Shai Gilgeous-Alexander,2023-24,"Oct 30, 2023",OKC vs. DET,33,32,9,4,3,0,5,11,23,1,3,9,9
Shai Gilgeous-Alexander,2023-24,"Oct 29, 2023",OKC vs. DEN,28,7,4,7,1,0,0,2,16,0,4,3,4
Shai Gilgeous-Alexander,2023-24,"Oct 27, 2023",OKC @ CLE,36,34,11,4,5,1,5,15,26,2,2,2,2
Shai Gilgeous-Alexander,2023-24,"Oct 25, 2023",OKC @ CHI,36,31,5,10,1,2,1,12,18,2,5,5,5
Shai Gilgeous-Alexander,2024-25,"Apr 08, 2025",OKC vs. LAL,37,42,6,6,0,1,1,14,26,5,9,9,11
Shai Gilgeous-Alexander,2024-25,"Apr 06, 2025",OKC vs. LAL,30,26,3,9,1,1,1,12,23,2,5,0,0
Shai Gilgeous-Alexander,2024-25,"Apr 04, 2025",OKC @ HOU,35,22,4,8,3,0,3,10,22,1,6,1,2
Shai Gilgeous-Alexander,2024-25,"Apr 02, 2025",OKC vs. DET,35,33,6,3,3,2,1,10,26,2,7,11,12
Shai Gilgeous-Alexander,2024-25,"Mar 31, 2025",OKC vs. CHI,27,27,0,12,0,2,2,9,14,2,2,7,7
Shai Gilgeous-Alexander,2024-25,"Mar 29, 2025",OKC vs. IND,31,33,7,8,1,0,0,10,23,3,6,10,12
Shai Gilgeous-Alexander,2024-25,"Mar 27, 2025",OKC vs. MEM,34,37,3,6,3,0,0,15,25,0,2,7,9
Shai Gilgeous-Alexander,2024-25,"Mar 25, 2025",OKC @ SAC,33,32,8,5,0,0,5,10,23,3,6,9,10
Shai Gilgeous-Alexander,2024-25,"Mar 23, 2025",OKC @ LAC,37,26,3,8,2,2,1,7,29,1,7,11,11
Shai Gilgeous-Alexander,2024-25,"Mar 21, 2025",OKC vs. CHA,30,30,6,9,1,0,1,13,18,2,2,2,2
Shai Gilgeous-Alexander,2024-25,"Mar 16, 2025",OKC @ MIL,34,31,2,8,0,1,1,11,27,0,5,9,11
Shai Gilgeous-Alexander,2024-25,"Mar 15, 2025",OKC @ DET,38,48,4,6,3,1,2,17,26,4,6,10,10
Shai Gilgeous-Alexander,2024-25,"Mar 12, 2025",OKC @ BOS,39,34,5,7,1,0,5,11,20,2,7,10,11
Shai Gilgeous-Alexander,2024-25,"Mar 10, 2025",OKC vs. DEN,36,25,3,7,1,2,3,8,14,3,7,6,6
Shai Gilgeous-Alexander,2024-25,"Mar 09, 2025",OKC vs. DEN,35,40,8,5,0,3,1,15,32,2,11,8,8
Shai Gilgeous-Alexander,2024-25,"Mar 05, 2025",OKC @ MEM,35,41,2,8,2,0,4,14,25,3,5,10,10
Shai Gilgeous-Alexander,2024-25,"Mar 03, 2025",OKC vs. HOU,36,51,5,7,1,1,2,18,30,5,9,10,10
Shai Gilgeous-Alexander,2024-25,"Mar 02, 2025",OKC @ SAS,32,31,4,8,1,2,0,10,19,3,5,8,9
Shai Gilgeous-Alexander,2024-25,"Feb 28, 2025",OKC @ ATL,34,31,3,5,2,0,1,12,23,3,7,4,4
Shai Gilgeous-Alexander,2024-25,"Feb 26, 2025",OKC @ BKN,34,27,6,5,2,0,3,7,11,1,2,12,13
Shai Gilgeous-Alexander,2024-25,"Feb 24, 2025",OKC vs. MIN,42,39,10,8,0,0,4,11,20,3,5,14,17
Shai Gilgeous-Alexander,2024-25,"Feb 23, 2025",OKC @ MIN,38,37,8,8,3,3,5,13,24,3,6,8,11
Shai Gilgeous-Alexander,2024-25,"Feb 21, 2025",OKC @ UTA,32,21,2,8,1,3,3,7,16,1,4,6,6
Shai Gilgeous-Alexander,2024-25,"Feb 13, 2025",OKC @ MIN,34,24,8,9,0,0,1,6,21,1,2,11,11
Shai Gilgeous-Alexander,2024-25,"Feb 12, 2025",OKC vs. MIA,38,32,5,9,2,0,1,11,22,4,9,6,9
Shai Gilgeous-Alexander,2024-25,"Feb 10, 2025",OKC vs. NOP,31,31,1,2,3,1,1,10,20,4,9,7,8
Shai Gilgeous-Alexander,2024-25,"Feb 08, 2025",OKC @ MEM,34,32,0,8,0,2,0,8,26,3,5,13,16
Shai Gilgeous-Alexander,2024-25,"Feb 07, 2025",OKC vs. TOR,29,25,4,6,1,0,2,5,12,1,6,14,14
Shai Gilgeous-Alexander,2024-25,"Feb 05, 2025",OKC vs. PHX,34,50,8,5,2,1,1,18,29,3,7,11,12
Shai Gilgeous-Alexander,2024-25,"Feb 03, 2025",OKC vs. MIL,22,34,3,6,0,0,3,15,19,2,3,2,3
Shai Gilgeous-Alexander,2024-25,"Feb 01, 2025",OKC vs. SAC,30,29,6,9,0,2,4,10,20,1,6,8,10
Shai Gilgeous-Alexander,2024-25,"Jan 29, 2025",OKC @ GSW,39,52,3,4,1,0,3,16,29,2,6,18,21
Shai Gilgeous-Alexander,2024-25,"Jan 26, 2025",OKC @ POR,37,35,5,1,3,0,2,12,25,2,4,9,9
Shai Gilgeous-Alexander,2024-25,"Jan 23, 2025",OKC vs. DAL,40,31,1,7,0,0,3,12,25,1,3,6,6
Shai Gilgeous-Alexander,2024-25,"Jan 22, 2025",OKC vs. UTA,37,54,8,5,3,2,3,17,35,3,10,17,18
Shai Gilgeous-Alexander,2024-25,"Jan 19, 2025",OKC vs. BKN,29,27,3,10,4,1,2,8,14,1,4,10,10
Shai Gilgeous-Alexander,2024-25,"Jan 16, 2025",OKC vs. CLE,29,40,3,8,2,0,2,17,26,1,5,5,5
Shai Gilgeous-Alexander,2024-25,"Jan 14, 2025",OKC @ PHI,33,32,3,9,2,1,4,12,15,1,3,7,8
Shai Gilgeous-Alexander,2024-25,"Jan 12, 2025",OKC @ WAS,30,27,7,4,2,0,3,5,17,1,4,16,17
Shai Gilgeous-Alexander,2024-25,"Jan 10, 2025",OKC @ NYK,29,39,3,2,2,1,2,15,21,1,1,8,8
Shai Gilgeous-Alexander,2024-25,"Jan 08, 2025",OKC @ CLE,38,31,5,4,3,2,5,13,27,1,6,4,4
Shai Gilgeous-Alexander,2024-25,"Jan 05, 2025",OKC vs. BOS,39,33,11,6,3,2,3,11,23,3,6,8,8
Shai Gilgeous-Alexander,2024-25,"Jan 03, 2025",OKC vs. NYK,37,33,4,7,1,1,2,12,26,2,3,7,7
Shai Gilgeous-Alexander,2024-25,"Jan 02, 2025",OKC vs. LAC,30,29,3,8,2,0,1,9,17,2,5,9,9
Shai Gilgeous-Alexander,2024-25,"Dec 31, 2024",OKC vs. MIN,34,40,3,2,4,0,3,15,23,3,5,7,9
Shai Gilgeous-Alexander,2024-25,"Dec 29, 2024",OKC vs. MEM,28,35,6,7,1,4,1,14,19,1,5,6,6
Shai Gilgeous-Alexander,2024-25,"Dec 28, 2024",OKC @ CHA,33,22,4,6,2,1,6,8,15,1,6,5,6
Shai Gilgeous-Alexander,2024-25,"Dec 26, 2024",OKC @ IND,38,45,7,8,1,2,1,15,22,4,5,11,11
Shai Gilgeous-Alexander,2024-25,"Dec 23, 2024",OKC vs. WAS,35,41,9,3,3,3,3,14,25,3,6,10,10
Shai Gilgeous-Alexander,2024-25,"Dec 20, 2024",OKC @ MIA,38,25,7,4,2,0,3,10,25,3,9,2,2
Shai Gilgeous-Alexander,2024-25,"Dec 19, 2024",OKC @ ORL,36,35,4,6,4,2,4,15,26,1,5,4,4
Shai Gilgeous-Alexander,2024-25,"Dec 14, 2024",OKC vs. HOU,38,32,8,6,5,1,1,8,21,2,6,14,15
Shai Gilgeous-Alexander,2024-25,"Dec 10, 2024",OKC vs. DAL,38,39,8,5,3,1,2,15,23,5,9,4,4
Shai Gilgeous-Alexander,2024-25,"Dec 07, 2024",OKC @ NOP,34,31,2,4,0,0,4,10,18,1,3,10,12
Shai Gilgeous-Alexander,2024-25,"Dec 05, 2024",OKC @ TOR,30,30,4,5,2,2,2,11,22,1,10,7,8
Shai Gilgeous-Alexander,2024-25,"Dec 03, 2024",OKC vs. UTA,30,26,6,7,3,0,0,11,19,2,6,2,2
Shai Gilgeous-Alexander,2024-25,"Dec 01, 2024",OKC @ HOU,36,32,8,5,2,0,2,10,19,3,7,9,11
Shai Gilgeous-Alexander,2024-25,"Nov 29, 2024",OKC @ LAL,37,36,6,9,2,1,3,13,28,3,10,7,8
Shai Gilgeous-Alexander,2024-25,"Nov 27, 2024",OKC @ GSW,39,35,9,5,1,2,3,13,28,3,12,6,10
Shai Gilgeous-Alexander,2024-25,"Nov 25, 2024",OKC @ SAC,35,37,4,11,0,0,6,13,20,4,7,7,11
Shai Gilgeous-Alexander,2024-25,"Nov 20, 2024",OKC vs. POR,39,28,5,4,3,1,2,7,19,0,2,14,14
Shai Gilgeous-Alexander,2024-25,"Nov 19, 2024",OKC @ SAS,37,32,3,8,3,0,4,11,20,5,8,5,6
Shai Gilgeous-Alexander,2024-25,"Nov 17, 2024",OKC vs. DAL,38,36,2,8,2,2,1,13,19,1,1,9,11
Shai Gilgeous-Alexander,2024-25,"Nov 15, 2024",OKC vs. PHX,33,28,6,4,0,1,2,11,25,2,7,4,4
Shai Gilgeous-Alexander,2024-25,"Nov 13, 2024",OKC vs. NOP,33,29,5,5,2,2,2,12,25,3,7,2,3
Shai Gilgeous-Alexander,2024-25,"Nov 11, 2024",OKC vs. LAC,39,45,3,9,5,2,1,13,21,4,8,15,16
Shai Gilgeous-Alexander,2024-25,"Nov 10, 2024",OKC vs. GSW,34,24,5,4,0,1,4,6,17,0,2,12,14
Shai Gilgeous-Alexander,2024-25,"Nov 08, 2024",OKC vs. HOU,29,29,5,4,1,1,3,11,16,1,2,6,7
Shai Gilgeous-Alexander,2024-25,"Nov 06, 2024",OKC @ DEN,39,28,2,6,1,1,8,10,19,0,3,8,10
Shai Gilgeous-Alexander,2024-25,"Nov 04, 2024",OKC vs. ORL,35,21,6,9,1,0,4,8,16,1,3,4,4
Shai Gilgeous-Alexander,2024-25,"Nov 02, 2024",OKC @ LAC,31,25,3,9,0,1,3,7,14,2,4,9,9
Shai Gilgeous-Alexander,2024-25,"Nov 01, 2024",OKC @ POR,28,30,7,6,1,0,3,12,18,1,6,5,6
Shai Gilgeous-Alexander,2024-25,"Oct 30, 2024",OKC vs. SAS,28,18,4,5,1,0,1,7,20,2,10,2,2
Shai Gilgeous-Alexander,2024-25,"Oct 27, 2024",OKC vs. ATL,36,35,11,9,3,3,1,11,24,3,8,10,11
Shai Gilgeous-Alexander,2024-25,"Oct 26, 2024",OKC @ CHI,29,23,8,2,4,0,1,9,21,2,9,3,3
Shai Gilgeous-Alexander,2024-25,"Oct 24, 2024",OKC @ DEN,36,28,7,8,2,3,2,11,24,2,6,4,5
Jayson Tatum,2023-24,"Apr 11, 2024",BOS vs. NYK,32,18,4,7,2,1,2,5,13,1,7,7,9
Jayson Tatum,2023-24,"Apr 09, 2024",BOS @ MIL,37,22,5,6,0,1,2,9,19,4,9,0,0
Jayson Tatum,2023-24,"Apr 05, 2024",BOS vs. SAC,33,17,6,5,0,0,3,5,15,1,6,6,8
Jayson Tatum,2023-24,"Apr 03, 2024",BOS vs. OKC,29,24,7,3,1,0,0,7,15,2,5,8,8
Jayson Tatum,2023-24,"Apr 01, 2024",BOS @ CHA,34,25,10,4,2,1,4,9,19,4,10,3,3
Jayson Tatum,2023-24,"Mar 30, 2024",BOS @ NOP,36,23,9,4,0,0,4,10,17,3,6,0,0
Jayson Tatum,2023-24,"Mar 28, 2024",BOS @ ATL,45,31,13,6,0,0,2,9,22,2,7,11,13
Jayson Tatum,2023-24,"Mar 25, 2024",BOS @ ATL,39,37,8,5,2,1,2,13,26,2,7,9,11
Jayson Tatum,2023-24,"Mar 23, 2024",BOS @ CHI,37,26,2,6,1,1,5,8,20,2,7,8,9
Jayson Tatum,2023-24,"Mar 20, 2024",BOS vs. MIL,39,31,8,4,3,2,2,9,19,4,7,9,10
Jayson Tatum,2023-24,"Mar 17, 2024",BOS @ WAS,27,30,6,6,3,1,2,8,17,6,12,8,10
Jayson Tatum,2023-24,"Mar 14, 2024",BOS vs. PHX,33,26,5,5,0,0,3,10,18,4,8,2,3
Jayson Tatum,2023-24,"Mar 12, 2024",BOS @ UTA,34,38,6,2,0,1,3,13,25,4,10,8,8
Jayson Tatum,2023-24,"Mar 11, 2024",BOS @ POR,36,26,5,8,0,0,1,9,23,2,8,6,8
Jayson Tatum,2023-24,"Mar 09, 2024",BOS @ PHX,42,29,10,7,1,0,4,11,28,5,9,2,2
Jayson Tatum,2023-24,"Mar 07, 2024",BOS @ DEN,39,15,4,8,2,0,5,5,13,2,5,3,4
Jayson Tatum,2023-24,"Mar 05, 2024",BOS @ CLE,38,26,13,2,0,0,2,8,21,5,9,5,6
Jayson Tatum,2023-24,"Mar 03, 2024",BOS vs. GSW,25,27,3,5,1,1,0,9,13,4,5,5,5
Jayson Tatum,2023-24,"Mar 01, 2024",BOS vs. DAL,37,32,8,3,0,0,4,10,19,5,9,7,7
Jayson Tatum,2023-24,"Feb 27, 2024",BOS vs. PHI,35,29,11,8,0,1,1,9,20,1,7,10,11
Jayson Tatum,2023-24,"Feb 24, 2024",BOS @ NYK,43,19,6,6,2,1,4,7,15,2,8,3,4
Jayson Tatum,2023-24,"Feb 22, 2024",BOS @ CHI,35,25,7,5,3,0,3,8,17,5,10,4,6
Jayson Tatum,2023-24,"Feb 14, 2024",BOS vs. BKN,28,20,7,9,0,0,1,7,16,2,7,4,5
Jayson Tatum,2023-24,"Feb 13, 2024",BOS @ BKN,39,41,14,5,2,1,2,14,26,5,11,8,8
Jayson Tatum,2023-24,"Feb 11, 2024",BOS @ MIA,39,26,10,9,0,2,1,11,20,2,6,2,2
Jayson Tatum,2023-24,"Feb 09, 2024",BOS vs. WAS,38,35,10,8,1,2,2,12,22,3,10,8,9
Jayson Tatum,2023-24,"Feb 07, 2024",BOS vs. ATL,36,20,9,7,1,0,3,8,21,2,13,2,2
Jayson Tatum,2023-24,"Feb 04, 2024",BOS vs. MEM,31,34,8,7,1,0,2,12,22,6,12,4,4
Jayson Tatum,2023-24,"Feb 01, 2024",BOS vs. LAL,37,23,7,3,1,1,2,8,21,5,10,2,2
Jayson Tatum,2023-24,"Jan 30, 2024",BOS vs. IND,39,30,7,7,1,2,2,12,19,4,9,2,3
Jayson Tatum,2023-24,"Jan 29, 2024",BOS vs. NOP,38,28,10,8,3,1,7,10,18,2,8,6,7
Jayson Tatum,2023-24,"Jan 27, 2024",BOS vs. LAC,30,21,11,1,0,1,3,8,18,2,4,3,3
Jayson Tatum,2023-24,"Jan 25, 2024",BOS @ MIA,32,26,8,4,0,0,1,7,15,3,7,9,10
Jayson Tatum,2023-24,"Jan 22, 2024",BOS @ DAL,41,39,11,5,3,2,0,11,21,2,8,15,19
Jayson Tatum,2023-24,"Jan 21, 2024",BOS @ HOU,35,18,7,3,1,0,2,4,17,1,6,9,12
Jayson Tatum,2023-24,"Jan 19, 2024",BOS vs. DEN,39,22,8,5,1,0,0,9,24,1,8,3,3
Jayson Tatum,2023-24,"Jan 17, 2024",BOS vs. SAS,32,24,5,2,0,0,2,9,21,3,8,3,5
Jayson Tatum,2023-24,"Jan 15, 2024",BOS @ TOR,37,19,14,6,1,1,1,7,19,1,6,4,4
Jayson Tatum,2023-24,"Jan 13, 2024",BOS vs. HOU,30,27,8,5,1,1,2,9,17,4,7,5,7
Jayson Tatum,2023-24,"Jan 11, 2024",BOS @ MIL,16,7,1,3,0,0,1,2,6,0,1,3,4
Jayson Tatum,2023-24,"Jan 10, 2024",BOS vs. MIN,42,45,4,2,1,0,1,13,26,6,11,13,14
Jayson Tatum,2023-24,"Jan 06, 2024",BOS @ IND,38,38,13,6,1,0,4,14,23,8,13,2,4
Jayson Tatum,2023-24,"Jan 05, 2024",BOS vs. UTA,25,30,9,5,1,1,1,6,12,5,8,13,14
Jayson Tatum,2023-24,"Jan 02, 2024",BOS @ OKC,38,30,13,8,1,0,4,10,21,2,5,8,10
Jayson Tatum,2023-24,"Dec 31, 2023",BOS @ SAS,31,25,6,2,0,2,3,10,17,5,10,0,0
Jayson Tatum,2023-24,"Dec 28, 2023",BOS vs. DET,43,31,7,10,5,0,3,11,31,2,11,7,8
Jayson Tatum,2023-24,"Dec 25, 2023",BOS @ LAL,41,25,8,7,0,1,1,6,15,1,6,12,13
Jayson Tatum,2023-24,"Dec 23, 2023",BOS @ LAC,30,30,4,2,1,0,2,9,16,5,10,7,9
Jayson Tatum,2023-24,"Dec 19, 2023",BOS @ GSW,41,15,8,7,2,0,0,5,17,2,9,3,3
Jayson Tatum,2023-24,"Dec 17, 2023",BOS vs. ORL,31,23,8,3,0,1,1,8,21,4,6,3,4
Jayson Tatum,2023-24,"Dec 15, 2023",BOS vs. ORL,39,30,6,4,0,0,2,11,22,2,9,6,9
Jayson Tatum,2023-24,"Dec 14, 2023",BOS vs. CLE,36,27,11,3,0,3,3,9,22,3,10,6,8
Jayson Tatum,2023-24,"Dec 12, 2023",BOS vs. CLE,41,25,10,5,0,2,4,7,19,2,9,9,9
Jayson Tatum,2023-24,"Dec 08, 2023",BOS vs. NYK,39,25,6,5,1,0,0,8,18,3,9,6,8
Jayson Tatum,2023-24,"Dec 04, 2023",BOS @ IND,37,32,12,6,1,0,2,13,26,2,8,4,7
Jayson Tatum,2023-24,"Dec 01, 2023",BOS vs. PHI,27,21,7,4,1,1,7,6,9,2,5,7,9
Jayson Tatum,2023-24,"Nov 28, 2023",BOS vs. CHI,36,21,7,4,0,0,4,8,16,2,8,3,3
Jayson Tatum,2023-24,"Nov 26, 2023",BOS vs. ATL,39,34,9,4,2,0,6,11,25,5,13,7,10
Jayson Tatum,2023-24,"Nov 24, 2023",BOS @ ORL,39,26,5,3,2,0,2,7,16,0,3,12,13
Jayson Tatum,2023-24,"Nov 22, 2023",BOS vs. MIL,36,23,11,4,0,1,2,7,17,2,9,7,9
Jayson Tatum,2023-24,"Nov 20, 2023",BOS @ CHA,44,45,13,6,0,2,3,15,28,7,15,8,10
Jayson Tatum,2023-24,"Nov 19, 2023",BOS @ MEM,35,20,9,5,1,1,8,7,13,1,1,5,6
Jayson Tatum,2023-24,"Nov 17, 2023",BOS @ TOR,37,17,7,2,1,0,3,8,22,1,11,0,0
Jayson Tatum,2023-24,"Nov 15, 2023",BOS @ PHI,39,29,8,6,2,0,3,10,23,4,10,5,6
Jayson Tatum,2023-24,"Nov 13, 2023",BOS vs. NYK,39,35,6,7,1,0,3,13,23,5,12,4,5
Jayson Tatum,2023-24,"Nov 11, 2023",BOS vs. TOR,34,27,5,4,0,1,1,10,18,3,9,4,6
Jayson Tatum,2023-24,"Nov 10, 2023",BOS vs. BKN,33,23,10,3,0,0,2,6,17,4,11,7,9
Jayson Tatum,2023-24,"Nov 08, 2023",BOS @ PHI,37,16,15,6,3,0,2,6,14,2,6,2,3
Jayson Tatum,2023-24,"Nov 06, 2023",BOS @ MIN,43,32,5,2,5,0,6,12,22,2,8,6,8
Jayson Tatum,2023-24,"Nov 04, 2023",BOS @ BKN,41,32,11,1,0,0,3,10,20,6,10,6,6
Jayson Tatum,2023-24,"Nov 01, 2023",BOS vs. IND,27,30,12,4,0,0,2,9,15,3,5,9,10
Jayson Tatum,2023-24,"Oct 30, 2023",BOS @ WAS,28,33,6,3,0,0,2,14,21,4,9,1,1
Jayson Tatum,2023-24,"Oct 27, 2023",BOS vs. MIA,41,22,8,5,1,0,2,9,22,3,10,1,3
Jayson Tatum,2023-24,"Oct 25, 2023",BOS @ NYK,39,34,11,4,2,1,4,13,22,3,8,5,6
Jayson Tatum,2024-25,"Apr 11, 2025",BOS vs. CHA,32,16,8,8,0,0,0,6,17,3,10,1,1
Jayson Tatum,2024-25,"Apr 08, 2025",BOS @ NYK,48,32,7,5,1,1,2,11,22,4,11,6,8
Jayson Tatum,2024-25,"Apr 04, 2025",BOS vs. PHX,35,23,8,8,1,1,2,9,18,1,8,4,5
Jayson Tatum,2024-25,"Apr 02, 2025",BOS vs. MIA,32,16,3,7,1,0,2,4,17,2,9,6,7
Jayson Tatum,2024-25,"Mar 31, 2025",BOS @ MEM,38,25,14,2,0,1,4,10,24,2,11,3,3
Jayson Tatum,2024-25,"Mar 29, 2025",BOS @ SAS,36,29,10,8,0,1,1,10,22,2,9,7,7
Jayson Tatum,2024-25,"Mar 24, 2025",BOS @ SAC,26,25,7,8,0,0,3,8,15,5,9,4,8
Jayson Tatum,2024-25,"Mar 23, 2025",BOS @ POR,37,30,9,9,1,2,3,11,24,1,7,7,7
Jayson Tatum,2024-25,"Mar 21, 2025",BOS @ UTA,33,26,6,6,3,0,6,11,25,3,10,1,1
Jayson Tatum,2024-25,"Mar 15, 2025",BOS @ BKN,36,20,8,8,0,0,2,8,19,1,7,3,3
Jayson Tatum,2024-25,"Mar 14, 2025",BOS @ MIA,37,28,4,5,1,0,5,8,21,5,12,7,7
Jayson Tatum,2024-25,"Mar 12, 2025",BOS vs. OKC,41,33,8,8,0,0,4,12,23,4,13,5,5
Jayson Tatum,2024-25,"Mar 08, 2025",BOS vs. LAL,45,40,12,8,2,1,3,12,28,6,16,10,12
Jayson Tatum,2024-25,"Mar 06, 2025",BOS vs. PHI,31,35,7,2,3,0,4,14,23,5,11,2,2
