game_id,season,season_type,team_id,team_tricode,minutes,pts,reb,ast,stl,blk,tov,fga,fgm,fg3a,fg3m,fta,ftm,plus_minus,source
0022500031,2025-26,Regular Season,1610612751,BKN,240.0,107,38,26,5,1,19,80,34,46,17,26,22,0,cdn
0022500031,2025-26,Regular Season,1610612765,DET,240.0,125,59,32,14,1,13,85,49,26,6,30,21,0,cdn
0022500032,2025-26,Regular Season,1610612759,SAS,240.0,121,49,30,15,4,20,87,40,45,18,25,23,0,cdn
0022500032,2025-26,Regular Season,1610612745,HOU,240.0,110,49,25,12,4,23,85,39,27,13,21,19,0,cdn
0022500033,2025-26,Regular Season,1610612748,MIA,240.0,126,49,31,10,7,8,99,51,28,12,14,12,0,cdn
0022500033,2025-26,Regular Season,1610612766,CHA,240.0,108,64,22,4,9,18,97,37,39,10,27,24,0,cdn
0022500034,2025-26,Regular Season,1610612763,MEM,240.0,118,49,27,8,1,13,85,41,35,13,28,23,0,cdn
0022500034,2025-26,Regular Season,1610612742,DAL,240.0,104,50,25,7,6,17,86,42,39,10,16,10,0,cdn
0022500035,2025-26,Regular Season,1610612749,MIL,240.0,126,60,27,10,6,11,103,48,39,16,18,14,0,cdn
0022500035,2025-26,Regular Season,1610612741,CHI,240.0,110,51,34,9,3,14,90,44,33,10,16,12,0,cdn
0022500036,2025-26,Regular Season,1610612750,MIN,240.0,137,64,32,10,10,21,88,50,36,17,27,20,0,cdn
0022500036,2025-26,Regular Season,1610612762,UTA,240.0,97,48,28,11,3,17,94,35,39,9,25,18,0,cdn
0022500037,2025-26,Regular Season,1610612743,DEN,240.0,129,48,34,8,4,8,82,46,33,16,25,21,0,cdn
0022500037,2025-26,Regular Season,1610612744,GSW,240.0,104,52,28,4,5,12,95,40,41,12,15,12,0,cdn
0022500038,2025-26,Regular Season,1610612758,SAC,240.0,101,47,27,6,3,15,92,38,40,15,15,10,0,cdn
0022500038,2025-26,Regular Season,1610612760,OKC,240.0,132,58,27,9,8,11,91,49,35,13,24,21,0,cdn
0022500060,2025-26,Regular Season,1610612738,BOS,240.0,117,50,24,9,7,12,87,38,43,20,24,21,0,cdn
0022500060,2025-26,Regular Season,1610612765,DET,240.0,114,65,20,5,7,13,93,37,36,11,36,29,0,cdn
0022500061,2025-26,Regular Season,1610612766,CHA,240.0,101,45,15,5,3,17,85,35,43,13,24,18,0,cdn
0022500061,2025-26,Regular Season,1610612752,NYK,240.0,129,53,26,12,4,14,88,50,25,13,18,16,0,cdn
0022500062,2025-26,Regular Season,1610612748,MIA,240.0,106,53,32,9,7,14,85,39,36,10,20,18,0,cdn
0022500062,2025-26,Regular Season,1610612749,MIL,240.0,103,55,31,7,1,13,95,40,42,14,14,9,0,cdn
0022500063,2025-26,Regular Season,1610612761,TOR,240.0,97,59,18,9,4,13,90,35,26,5,27,22,0,cdn
0022500063,2025-26,Regular Season,1610612754,IND,240.0,95,54,20,7,7,18,78,35,33,11,23,14,0,cdn
0022500064,2025-26,Regular Season,1610612760,OKC,240.0,113,53,19,8,3,7,80,38,26,7,38,30,0,cdn
0022500064,2025-26,Regular Season,1610612750,MIN,240.0,105,60,25,4,5,14,80,33,37,17,37,22,0,cdn
0022500065,2025-26,Regular Season,1610612740,NOP,265.0,128,46,34,10,9,14,101,50,45,19,10,9,0,cdn
0022500065,2025-26,Regular Season,1610612763,MEM,265.0,133,53,38,9,8,16,97,52,37,17,14,12,0,cdn
0022500066,2025-26,Regular Season,1610612744,GSW,240.0,100,54,25,8,5,16,82,35,43,12,21,18,0,cdn
0022500066,2025-26,Regular Season,1610612745,HOU,240.0,104,66,24,7,3,10,99,39,39,11,24,15,0,cdn
0022500067,2025-26,Regular Season,1610612757,POR,240.0,102,62,21,3,9,18,87,37,36,9,30,19,0,cdn
0022500067,2025-26,Regular Season,1610612759,SAS,240.0,115,64,17,12,6,9,101,41,33,11,25,22,0,cdn
0022500068,2025-26,Regular Season,1610612758,SAC,240.0,100,47,20,9,6,19,86,40,34,12,10,8,0,cdn
0022500068,2025-26,Regular Season,1610612756,PHX,240.0,112,56,25,14,5,14,91,42,42,14,20,14,0,cdn
0022500080,2025-26,Regular Season,1610612766,CHA,240.0,136,67,33,5,5,16,90,48,36,17,33,23,0,cdn
0022500080,2025-26,Regular Season,1610612751,BKN,240.0,117,44,25,8,3,17,88,39,40,14,34,25,0,cdn
0022500081,2025-26,Regular Season,1610612753,ORL,240.0,125,54,23,8,7,15,90,42,30,12,35,29,0,cdn
0022500081,2025-26,Regular Season,1610612748,MIA,240.0,121,56,26,9,4,17,91,44,35,12,27,21,0,cdn
0022500082,2025-26,Regular Season,1610612737,ATL,240.0,118,44,25,7,6,15,90,38,35,10,37,32,0,cdn
0022500082,2025-26,Regular Season,1610612761,TOR,240.0,138,60,36,10,4,19,95,54,25,6,29,24,0,cdn
0022500083,2025-26,Regular Season,1610612738,BOS,240.0,116,51,16,7,4,11,91,41,43,11,26,23,0,cdn
0022500083,2025-26,Regular Season,1610612755,PHI,240.0,117,55,23,3,4,14,85,39,40,16,30,23,0,cdn
0022500084,2025-26,Regular Season,1610612741,CHI,240.0,115,60,29,6,8,17,87,39,30,11,32,26,0,cdn
0022500084,2025-26,Regular Season,1610612765,DET,240.0,111,56,29,8,10,10,97,43,24,7,26,18,0,cdn
0022500085,2025-26,Regular Season,1610612763,MEM,240.0,128,53,20,5,12,17,80,41,37,11,43,35,0,cdn
0022500085,2025-26,Regular Season,1610612740,NOP,240.0,122,58,20,10,4,14,98,45,27,10,31,22,0,cdn
0022500086,2025-26,Regular Season,1610612749,MIL,240.0,133,50,31,8,6,8,98,50,44,18,19,15,0,cdn
0022500086,2025-26,Regular Season,1610612764,WAS,240.0,120,63,23,5,4,13,98,46,42,17,19,11,0,cdn
0022500087,2025-26,Regular Season,1610612762,UTA,240.0,129,52,38,11,6,12,87,48,44,17,20,16,0,cdn
0022500087,2025-26,Regular Season,1610612746,LAC,240.0,108,45,28,8,6,15,88,39,45,14,21,16,0,cdn
0022500088,2025-26,Regular Season,1610612756,PHX,240.0,120,63,23,7,7,15,95,45,34,10,28,20,0,cdn
0022500088,2025-26,Regular Season,1610612758,SAC,240.0,116,52,24,10,10,13,94,47,24,9,23,13,0,cdn
0022500089,2025-26,Regular Season,1610612757,POR,240.0,114,58,25,10,3,15,90,36,42,13,35,29,0,cdn
0022500089,2025-26,Regular Season,1610612750,MIN,240.0,118,52,21,10,10,19,86,42,30,15,24,19,0,cdn
0022500090,2025-26,Regular Season,1610612753,ORL,240.0,107,58,21,7,3,21,79,37,32,9,37,24,0,cdn
0022500090,2025-26,Regular Season,1610612737,ATL,240.0,111,51,26,8,6,16,85,41,29,8,28,21,0,cdn
0022500091,2025-26,Regular Season,1610612751,BKN,240.0,124,46,30,9,0,19,95,49,44,19,7,7,0,cdn
0022500091,2025-26,Regular Season,1610612739,CLE,240.0,131,51,32,14,5,17,82,44,42,18,35,25,0,cdn
0022500092,2025-26,Regular Season,1610612761,TOR,240.0,116,48,25,10,4,16,85,42,27,11,32,21,0,cdn
0022500092,2025-26,Regular Season,1610612749,MIL,240.0,122,60,25,9,5,18,90,47,40,14,25,14,0,cdn
0022500093,2025-26,Regular Season,1610612745,HOU,231.0,111,57,15,14,2,13,83,32,22,10,48,37,0,cdn
0022500093,2025-26,Regular Season,1610612765,DET,240.0,115,61,26,6,11,17,90,42,39,16,23,15,0,cdn
0022500094,2025-26,Regular Season,1610612763,MEM,240.0,114,48,29,8,4,20,95,38,45,13,28,25,0,cdn
0022500094,2025-26,Regular Season,1610612748,MIA,240.0,146,64,34,15,4,19,102,55,40,19,22,17,0,cdn
0022500095,2025-26,Regular Season,1610612740,NOP,265.0,116,55,24,10,3,13,97,42,32,10,29,22,0,cdn
0022500095,2025-26,Regular Season,1610612759,SAS,265.0,120,71,25,6,13,18,98,45,43,13,26,17,0,cdn
0022500096,2025-26,Regular Season,1610612742,DAL,240.0,107,56,23,11,5,21,88,38,34,10,27,21,0,cdn
0022500096,2025-26,Regular Season,1610612764,WAS,240.0,117,58,27,11,8,15,90,41,36,15,29,20,0,cdn
0022500097,2025-26,Regular Season,1610612757,POR,240.0,139,45,30,13,5,18,93,50,34,16,25,23,0,cdn
0022500097,2025-26,Regular Season,1610612744,GSW,240.0,119,52,24,12,3,25,80,35,38,16,39,33,0,cdn
0022500098,2025-26,Regular Season,1610612758,SAC,240.0,105,38,23,10,4,13,83,40,32,14,15,11,0,cdn
0022500098,2025-26,Regular Season,1610612762,UTA,240.0,104,60,25,6,1,19,86,38,41,13,17,15,0,cdn
0022500099,2025-26,Regular Season,1610612746,LAC,240.0,129,49,32,12,5,17,76,45,29,16,26,23,0,cdn
0022500099,2025-26,Regular Season,1610612756,PHX,240.0,102,42,23,12,4,18,90,37,47,16,15,12,0,cdn
0022500100,2025-26,Regular Season,1610612753,ORL,240.0,98,60,12,8,5,20,87,34,24,3,33,27,0,cdn
0022500100,2025-26,Regular Season,1610612741,CHI,240.0,110,51,26,13,2,18,83,39,27,10,29,22,0,cdn
0022500101,2025-26,Regular Season,1610612737,ATL,240.0,100,53,25,7,5,16,85,35,39,16,21,14,0,cdn
0022500101,2025-26,Regular Season,1610612760,OKC,240.0,117,56,21,13,3,12,93,43,37,14,19,17,0,cdn
0022500102,2025-26,Regular Season,1610612755,PHI,240.0,125,54,29,10,5,15,87,41,39,18,32,25,0,cdn
0022500102,2025-26,Regular Season,1610612766,CHA,240.0,121,56,30,6,3,16,89,43,42,16,28,19,0,cdn
0022500103,2025-26,Regular Season,1610612763,MEM,240.0,128,67,31,6,4,4,97,44,39,15,32,25,0,cdn
0022500103,2025-26,Regular Season,1610612754,IND,240.0,103,53,25,2,5,13,89,36,40,14,23,17,0,cdn
0022500104,2025-26,Regular Season,1610612743,DEN,240.0,133,53,31,14,1,16,84,43,31,9,42,38,0,cdn
0022500104,2025-26,Regular Season,1610612756,PHX,240.0,111,47,24,7,4,19,88,38,50,17,22,18,0,cdn
0022500105,2025-26,Regular Season,1610612759,SAS,240.0,118,59,20,7,6,12,78,39,27,12,36,28,0,cdn
0022500105,2025-26,Regular Season,1610612751,BKN,240.0,107,43,22,9,0,11,87,34,50,16,24,23,0,cdn
0022500106,2025-26,Regular Season,1610612765,DET,240.0,119,66,22,7,5,16,93,39,34,9,36,32,0,cdn
0022500106,2025-26,Regular Season,1610612738,BOS,240.0,113,52,17,11,8,12,94,40,45,15,24,18,0,cdn
0022500107,2025-26,Regular Season,1610612739,CLE,240.0,118,58,23,10,2,16,87,39,40,12,35,28,0,cdn
0022500107,2025-26,Regular Season,1610612749,MIL,240.0,113,44,25,12,6,17,79,40,33,13,28,20,0,cdn
0022500108,2025-26,Regular Season,1610612748,MIA,240.0,115,58,25,7,1,16,83,38,37,13,31,26,0,cdn
0022500108,2025-26,Regular Season,1610612752,NYK,240.0,107,59,23,9,3,15,98,38,54,15,21,16,0,cdn
0022500109,2025-26,Regular Season,1610612764,WAS,240.0,113,45,25,5,4,15,91,41,34,10,25,21,0,cdn
0022500109,2025-26,Regular Season,1610612766,CHA,240.0,139,60,30,12,4,11,92,47,38,15,36,30,0,cdn
0022500110,2025-26,Regular Season,1610612750,MIN,240.0,114,61,19,9,4,14,84,39,33,10,37,26,0,cdn
0022500110,2025-26,Regular Season,1610612754,IND,240.0,110,58,24,7,5,16,91,39,40,14,27,18,0,cdn
0022500111,2025-26,Regular Season,1610612742,DAL,240.0,139,52,32,12,7,20,85,50,26,10,39,29,0,cdn
0022500111,2025-26,Regular Season,1610612761,TOR,240.0,129,51,33,10,1,14,100,49,33,13,24,18,0,cdn
0022500112,2025-26,Regular Season,1610612746,LAC,240.0,114,51,26,11,8,22,80,44,31,12,15,14,0,cdn
0022500112,2025-26,Regular Season,1610612757,POR,240.0,107,50,24,12,2,16,92,34,41,11,34,28,0,cdn
0022500113,2025-26,Regular Season,1610612758,SAC,240.0,120,52,27,13,4,15,101,45,43,18,18,12,0,cdn
0022500113,2025-26,Regular Season,1610612747,LAL,240.0,127,56,26,9,3,17,80,39,25,8,46,41,0,cdn
0022500114,2025-26,Regular Season,1610612755,PHI,240.0,136,53,25,5,9,6,97,48,33,14,32,26,0,cdn
0022500114,2025-26,Regular Season,1610612753,ORL,240.0,124,52,27,4,7,13,82,45,25,8,38,26,0,cdn
0022500115,2025-26,Regular Season,1610612741,CHI,240.0,128,62,33,5,4,14,92,48,43,16,21,16,0,cdn
0022500115,2025-26,Regular Season,1610612737,ATL,240.0,123,42,32,8,1,6,98,49,32,11,20,14,0,cdn
0022500116,2025-26,Regular Season,1610612745,HOU,240.0,137,47,33,10,4,9,85,49,32,16,26,23,0,cdn
0022500116,2025-26,Regular Season,1610612751,BKN,240.0,109,46,22,3,0,12,86,41,40,15,18,12,0,cdn
0022500117,2025-26,Regular Season,1610612740,NOP,240.0,90,46,17,7,0,13,84,28,36,9,28,25,0,cdn
0022500117,2025-26,Regular Season,1610612738,BOS,240.0,122,66,25,5,7,11,95,46,53,18,15,12,0,cdn
0022500118,2025-26,Regular Season,1610612759,SAS,240.0,121,52,29,11,3,20,67,39,27,13,36,30,0,cdn
0022500118,2025-26,Regular Season,1610612761,TOR,240.0,103,31,29,9,4,15,79,37,32,12,23,17,0,cdn
0022500119,2025-26,Regular Season,1610612742,DAL,240.0,94,50,20,6,4,8,87,33,39,12,22,16,0,cdn
0022500119,2025-26,Regular Season,1610612760,OKC,240.0,101,62,21,5,5,13,90,42,30,6,13,11,0,cdn
0022500120,2025-26,Regular Season,1610612762,UTA,265.0,138,74,27,8,4,18,108,44,49,16,36,34,0,cdn
0022500120,2025-26,Regular Season,1610612756,PHX,265.0,134,62,37,13,8,14,106,45,55,20,31,24,0,cdn
0022500121,2025-26,Regular Season,1610612744,GSW,240.0,131,49,36,7,5,16,83,44,43,19,30,24,0,cdn
0022500121,2025-26,Regular Season,1610612763,MEM,240.0,118,47,32,8,3,13,88,40,39,12,28,26,0,cdn
0022500122,2025-26,Regular Season,1610612747,LAL,240.0,108,54,23,11,5,23,86,40,27,7,26,21,0,cdn
0022500122,2025-26,Regular Season,1610612757,POR,240.0,122,55,24,12,9,18,103,47,43,14,15,14,0,cdn
0022500123,2025-26,Regular Season,1610612764,WAS,265.0,134,60,33,10,5,15,107,51,43,17,21,15,0,cdn
0022500123,2025-26,Regular Season,1610612755,PHI,265.0,139,62,26,7,11,14,100,45,42,17,37,32,0,cdn
0022500124,2025-26,Regular Season,1610612748,MIA,240.0,144,48,34,8,2,11,96,52,45,20,22,20,0,cdn
0022500124,2025-26,Regular Season,1610612766,CHA,240.0,117,53,26,9,3,17,90,40,45,18,23,19,0,cdn
0022500125,2025-26,Regular Season,1610612749,MIL,240.0,121,44,27,7,8,13,79,43,34,14,24,21,0,cdn
0022500125,2025-26,Regular Season,1610612752,NYK,240.0,111,52,24,9,2,13,92,39,40,13,23,20,0,cdn
0022500126,2025-26,Regular Season,1610612760,OKC,240.0,107,51,26,11,10,15,92,42,44,14,10,9,0,cdn
0022500126,2025-26,Regular Season,1610612758,SAC,240.0,101,51,21,11,3,17,85,36,29,10,21,19,0,cdn
0022500127,2025-26,Regular Season,1610612744,GSW,240.0,98,49,24,11,3,13,86,39,45,17,4,3,0,cdn
0022500127,2025-26,Regular Season,1610612746,LAC,240.0,79,54,10,7,2,13,82,30,33,6,16,13,0,cdn
0022500128,2025-26,Regular Season,1610612738,BOS,240.0,125,60,29,11,3,8,95,42,57,21,24,20,0,cdn
0022500128,2025-26,Regular Season,1610612739,CLE,240.0,105,55,25,6,4,14,87,35,52,17,24,18,0,cdn
0022500129,2025-26,Regular Season,1610612765,DET,240.0,135,58,29,11,8,13,93,46,32,13,34,30,0,cdn
0022500129,2025-26,Regular Season,1610612753,ORL,240.0,116,52,22,5,5,16,83,38,31,12,40,28,0,cdn
0022500130,2025-26,Regular Season,1610612751,BKN,240.0,112,60,23,4,4,16,88,40,37,11,27,21,0,cdn
0022500130,2025-26,Regular Season,1610612737,ATL,240.0,117,50,33,11,8,8,93,44,33,13,22,16,0,cdn
0022500131,2025-26,Regular Season,1610612761,TOR,240.0,121,29,29,6,2,10,85,43,40,21,19,14,0,cdn
0022500131,2025-26,Regular Season,1610612745,HOU,240.0,139,64,31,9,8,15,87,50,30,13,34,26,0,cdn
0022500132,2025-26,Regular Season,1610612741,CHI,240.0,126,52,34,6,2,15,91,49,32,14,18,14,0,cdn
0022500132,2025-26,Regular Season,1610612758,SAC,240.0,113,39,28,10,2,10,82,43,28,7,26,20,0,cdn
0022500133,2025-26,Regular Season,1610612742,DAL,240.0,107,62,21,4,7,19,79,36,24,5,37,30,0,cdn
0022500133,2025-26,Regular Season,1610612754,IND,240.0,105,67,20,8,7,12,106,37,45,13,28,18,0,cdn
0022500134,2025-26,Regular Season,1610612743,DEN,240.0,122,62,40,6,4,14,90,48,42,14,14,12,0,cdn
0022500134,2025-26,Regular Season,1610612740,NOP,240.0,88,48,17,9,3,13,85,32,34,7,29,17,0,cdn
0022500135,2025-26,Regular Season,1610612762,UTA,240.0,134,54,30,10,7,21,84,41,35,11,49,41,0,cdn
0022500135,2025-26,Regular Season,1610612757,POR,240.0,136,52,34,14,5,16,96,46,55,21,27,23,0,cdn
0022500136,2025-26,Regular Season,1610612750,MIN,240.0,115,43,30,8,5,18,82,41,30,15,22,18,0,cdn
0022500136,2025-26,Regular Season,1610612747,LAL,240.0,116,49,34,6,5,18,83,45,31,11,22,15,0,cdn
0022500137,2025-26,Regular Season,1610612756,PHX,240.0,113,50,25,11,4,20,86,41,40,16,17,15,0,cdn
0022500137,2025-26,Regular Season,1610612763,MEM,240.0,114,49,31,12,3,17,93,44,38,15,13,11,0,cdn
0022500138,2025-26,Regular Season,1610612766,CHA,240.0,107,47,24,5,6,21,83,42,30,11,15,12,0,cdn
0022500138,2025-26,Regular Season,1610612753,ORL,240.0,123,46,29,10,7,13,87,45,38,16,23,17,0,cdn
0022500139,2025-26,Regular Season,1610612749,MIL,240.0,120,51,25,7,2,12,96,46,46,19,13,9,0,cdn
0022500139,2025-26,Regular Season,1610612744,GSW,240.0,110,55,23,8,6,19,85,36,38,13,26,25,0,cdn
0022500140,2025-26,Regular Season,1610612760,OKC,240.0,127,55,29,16,8,6,98,44,49,16,28,23,0,cdn
0022500140,2025-26,Regular Season,1610612764,WAS,240.0,108,52,25,3,6,22,84,38,40,17,17,15,0,cdn
0022500141,2025-26,Regular Season,1610612759,SAS,240.0,107,60,26,10,8,11,86,38,41,14,23,17,0,cdn
0022500141,2025-26,Regular Season,1610612748,MIA,240.0,101,49,29,6,2,14,90,39,38,15,11,8,0,cdn
0022500142,2025-26,Regular Season,1610612749,MIL,240.0,133,44,30,5,2,11,82,49,32,15,31,20,0,cdn
0022500142,2025-26,Regular Season,1610612758,SAC,240.0,135,48,30,8,1,9,87,45,28,10,40,35,0,cdn
0022500143,2025-26,Regular Season,1610612766,CHA,240.0,105,53,23,4,4,14,86,34,45,13,27,24,0,cdn
0022500143,2025-26,Regular Season,1610612750,MIN,240.0,122,45,31,8,2,10,87,47,36,17,14,11,0,cdn
0022500144,2025-26,Regular Season,1610612754,IND,240.0,114,57,24,7,3,12,89,40,33,10,28,24,0,cdn
0022500144,2025-26,Regular Season,1610612744,GSW,240.0,109,51,25,5,4,16,90,39,44,12,22,19,0,cdn
0022500145,2025-26,Regular Season,1610612764,WAS,240.0,94,54,19,7,9,17,98,39,27,9,15,7,0,cdn
0022500145,2025-26,Regular Season,1610612753,ORL,240.0,125,62,32,13,10,15,92,47,36,12,22,19,0,cdn
0022500146,2025-26,Regular Season,1610612738,BOS,240.0,101,45,24,9,2,10,103,40,44,14,7,7,0,cdn
0022500146,2025-26,Regular Season,1610612745,HOU,240.0,128,64,30,6,11,18,77,42,29,19,35,25,0,cdn
0022500147,2025-26,Regular Season,1610612765,DET,240.0,122,56,29,10,4,7,91,45,24,9,34,23,0,cdn
0022500147,2025-26,Regular Season,1610612742,DAL,240.0,110,54,23,3,3,15,80,34,45,16,31,26,0,cdn
0022500148,2025-26,Regular Season,1610612760,OKC,240.0,137,47,33,12,5,11,84,47,48,20,26,23,0,cdn
0022500148,2025-26,Regular Season,1610612740,NOP,240.0,106,51,26,6,3,16,80,35,40,16,32,20,0,cdn
0022500149,2025-26,Regular Season,1610612751,BKN,240.0,105,55,21,10,4,18,90,39,38,7,26,20,0,cdn
0022500149,2025-26,Regular Season,1610612755,PHI,240.0,129,52,34,10,6,15,96,50,40,15,17,14,0,cdn
0022500150,2025-26,Regular Season,1610612766,CHA,240.0,126,54,31,6,6,14,88,43,43,18,22,22,0,cdn
0022500150,2025-26,Regular Season,1610612762,UTA,240.0,103,49,27,7,3,10,88,36,32,7,29,24,0,cdn
0022500151,2025-26,Regular Season,1610612739,CLE,240.0,117,48,30,12,4,16,97,40,57,20,18,17,0,cdn
0022500151,2025-26,Regular Season,1610612737,ATL,240.0,109,59,28,9,3,22,77,39,23,6,35,25,0,cdn
0022500152,2025-26,Regular Season,1610612761,TOR,240.0,117,55,32,5,7,15,89,45,37,11,20,16,0,cdn
0022500152,2025-26,Regular Season,1610612763,MEM,240.0,104,46,24,6,0,11,87,38,35,11,20,17,0,cdn
0022500153,2025-26,Regular Season,1610612752,NYK,240.0,128,54,31,7,5,11,95,43,42,20,22,22,0,cdn
0022500153,2025-26,Regular Season,1610612741,CHI,240.0,116,48,28,7,3,14,93,45,40,17,11,9,0,cdn
0022500154,2025-26,Regular Season,1610612756,PHX,240.0,130,45,34,8,4,20,79,46,33,19,22,19,0,cdn
0022500154,2025-26,Regular Season,1610612759,SAS,240.0,118,50,21,11,5,14,98,45,41,10,23,18,0,cdn
0022500155,2025-26,Regular Season,1610612747,LAL,240.0,130,54,33,14,2,11,95,48,46,15,23,19,0,cdn
0022500155,2025-26,Regular Season,1610612748,MIA,240.0,120,51,29,7,3,15,84,43,33,9,36,25,0,cdn
0022500156,2025-26,Regular Season,1610612751,BKN,240.0,109,50,25,9,4,12,89,36,40,12,38,25,0,cdn
0022500156,2025-26,Regular Season,1610612750,MIN,240.0,125,63,33,6,4,16,78,44,35,14,35,23,0,cdn
0022500157,2025-26,Regular Season,1610612754,IND,240.0,115,58,24,8,4,11,90,39,33,8,38,29,0,cdn
0022500157,2025-26,Regular Season,1610612749,MIL,240.0,117,59,24,6,5,18,88,42,47,20,22,13,0,cdn
0022500158,2025-26,Regular Season,1610612738,BOS,240.0,103,43,21,12,4,10,89,37,51,11,22,18,0,cdn
0022500158,2025-26,Regular Season,1610612762,UTA,240.0,105,65,23,4,2,18,84,38,31,9,25,20,0,cdn
0022500159,2025-26,Regular Season,1610612752,NYK,240.0,119,54,32,12,4,12,94,44,41,15,20,16,0,cdn
0022500159,2025-26,Regular Season,1610612764,WAS,240.0,102,49,30,7,5,20,81,38,35,13,19,13,0,cdn
0022500160,2025-26,Regular Season,1610612745,HOU,240.0,110,65,23,9,7,17,89,41,29,8,30,20,0,cdn
0022500160,2025-26,Regular Season,1610612742,DAL,240.0,102,52,30,12,6,15,89,40,36,9,20,13,0,cdn
0022500161,2025-26,Regular Season,1610612763,MEM,240.0,106,54,25,8,5,20,87,35,41,14,25,22,0,cdn
0022500161,2025-26,Regular Season,1610612765,DET,240.0,114,52,23,11,9,12,83,42,31,10,29,20,0,cdn
0022500162,2025-26,Regular Season,1610612743,DEN,240.0,130,47,33,9,5,7,97,50,38,12,24,18,0,cdn
0022500162,2025-26,Regular Season,1610612758,SAC,240.0,124,54,27,5,1,15,90,47,27,9,25,21,0,cdn
0022500163,2025-26,Regular Season,1610612757,POR,240.0,115,47,23,13,3,18,85,42,40,9,30,22,0,cdn
0022500163,2025-26,Regular Season,1610612747,LAL,240.0,123,42,29,11,5,17,85,50,23,9,16,14,0,cdn
0022500164,2025-26,Regular Season,1610612746,LAC,240.0,119,51,25,13,4,20,88,44,41,17,19,14,0,cdn
0022500164,2025-26,Regular Season,1610612748,MIA,240.0,120,42,33,12,3,16,83,45,25,12,24,18,0,cdn
0022500165,2025-26,Regular Season,1610612761,TOR,240.0,128,60,33,8,6,9,91,44,38,17,29,23,0,cdn
0022500165,2025-26,Regular Season,1610612749,MIL,240.0,100,49,26,5,4,12,86,37,38,11,21,15,0,cdn
0022500166,2025-26,Regular Season,1610612737,ATL,240.0,127,44,23,11,6,18,72,40,30,13,42,34,0,cdn
0022500166,2025-26,Regular Season,1610612753,ORL,240.0,112,47,26,9,1,17,83,36,34,11,33,29,0,cdn
0022500167,2025-26,Regular Season,1610612741,CHI,240.0,113,58,26,11,9,18,89,42,34,13,20,16,0,cdn
0022500167,2025-26,Regular Season,1610612755,PHI,240.0,111,52,22,12,11,16,94,40,30,11,24,20,0,cdn
0022500168,2025-26,Regular Season,1610612740,NOP,240.0,116,44,27,9,3,12,90,43,38,17,19,13,0,cdn
0022500168,2025-26,Regular Season,1610612766,CHA,240.0,112,61,20,8,6,19,82,39,38,13,28,21,0,cdn
0022500169,2025-26,Regular Season,1610612744,GSW,240.0,118,43,33,9,4,15,83,41,42,19,20,17,0,cdn
0022500169,2025-26,Regular Season,1610612756,PHX,240.0,107,55,25,10,5,17,91,40,33,12,16,15,0,cdn
0022500170,2025-26,Regular Season,1610612746,LAC,240.0,107,52,26,9,2,19,80,33,43,18,27,23,0,cdn
0022500170,2025-26,Regular Season,1610612760,OKC,240.0,126,44,28,12,6,10,86,45,38,18,22,18,0,cdn
0022500171,2025-26,Regular Season,1610612739,CLE,240.0,132,45,33,9,7,14,92,49,44,18,17,16,0,cdn
0022500171,2025-26,Regular Season,1610612755,PHI,240.0,121,54,26,9,2,18,90,44,31,12,30,21,0,cdn
0022500172,2025-26,Regular Season,1610612765,DET,240.0,114,60,24,5,6,13,91,45,30,11,22,13,0,cdn
0022500172,2025-26,Regular Season,1610612762,UTA,240.0,103,55,24,7,2,15,86,33,39,12,29,25,0,cdn
0022500173,2025-26,Regular Season,1610612754,IND,240.0,103,69,29,6,5,16,99,41,36,13,13,8,0,cdn
0022500173,2025-26,Regular Season,1610612751,BKN,240.0,112,53,26,9,5,12,86,36,40,14,35,26,0,cdn
0022500174,2025-26,Regular Season,1610612738,BOS,240.0,136,49,31,12,3,5,95,52,41,16,21,16,0,cdn
0022500174,2025-26,Regular Season,1610612764,WAS,240.0,107,49,25,2,5,19,80,39,27,9,27,20,0,cdn
0022500175,2025-26,Regular Season,1610612752,NYK,240.0,137,56,32,7,8,14,102,55,42,19,9,8,0,cdn
0022500175,2025-26,Regular Season,1610612750,MIN,240.0,114,38,30,6,2,17,83,40,40,19,17,15,0,cdn
0022500176,2025-26,Regular Season,1610612763,MEM,240.0,109,57,25,10,9,15,89,34,39,13,35,28,0,cdn
0022500176,2025-26,Regular Season,1610612745,HOU,240.0,124,62,29,9,3,13,101,48,30,13,18,15,0,cdn
0022500177,2025-26,Regular Season,1610612742,DAL,240.0,99,53,18,11,7,15,89,37,32,10,20,15,0,cdn
0022500177,2025-26,Regular Season,1610612740,NOP,240.0,101,60,18,10,3,13,91,39,31,10,16,13,0,cdn
0022500178,2025-26,Regular Season,1610612743,DEN,240.0,122,68,33,10,4,16,101,43,40,11,28,25,0,cdn
0022500178,2025-26,Regular Season,1610612748,MIA,240.0,112,44,26,13,4,14,86,38,41,14,25,22,0,cdn
0022500179,2025-26,Regular Season,1610612747,LAL,240.0,118,57,23,8,5,12,83,37,31,10,44,34,0,cdn
0022500179,2025-26,Regular Season,1610612759,SAS,240.0,116,46,22,7,1,19,74,36,33,13,40,31,0,cdn
0022500180,2025-26,Regular Season,1610612757,POR,240.0,121,57,24,8,6,15,88,36,43,19,32,30,0,cdn
0022500180,2025-26,Regular Season,1610612760,OKC,240.0,119,54,24,9,5,14,91,38,38,15,31,28,0,cdn
